celltype,condition,group_id,gene,estimate,se,z,p,padj,HDR
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Grb14,0.270064722143648,0.0696599307347766,3.87690196207477,1.0963193009245e-4,0.014963592160490783,3.9600629399813605
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Itga9,-0.498159413101134,0.12578045442411,-3.96054709280526,8.08939137563884e-5,0.012656937969444672,-4.092084152324045
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Kat6b,-0.267463642205447,0.0696368476246237,-3.84083500802916,1.2667025376486e-4,0.016583462814317895,-3.8973253594063273
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Kcng2,0.324293685733711,0.0652575853092577,4.96944047495588,7.28444024451293e-7,2.3364842084275223e-4,6.137603814938491
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Kcnj3,-0.192334677929668,0.057939658698279,-3.31956870735555,9.1709433098197e-4,0.07088144738854624,-3.037585991137018
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Kcnn2,-0.253280412323462,0.0745858141147664,-3.39582553773209,6.9868762687759e-4,0.05976108168559653,-3.155716947637838
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Kremen1,0.40785174036813,0.109784985571574,3.71500472714669,2.1317018280475e-4,0.025323828198008727,3.6712735423704785
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Lama2,0.212247661160843,0.0400182585927638,5.30377054435901,1.2262855219978e-7,5.619015445439919e-5,6.911408399155978
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Lifr,0.577708546411624,0.113945460913032,5.0700444035463,4.65724303053717e-7,1.6597896689386638e-4,6.331871098535535
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Lnx2,0.611714170523613,0.170396633671583,3.58994281367443,3.5433105033861e-4,0.037883894798703056,3.4505907883954383
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Lrch1,0.299908360127609,0.0800119302848857,3.7482955236772,1.8423344027492e-4,0.022299198478558713,3.7346315380438355
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Lrrc2,0.342628959563387,0.0537545136976922,6.37395701299214,2.2091620737052e-10,1.6960157756291093e-7,9.655772421234136
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Lrtm1,0.312800543955511,0.0866292892355066,3.61079430197269,3.1637432629737e-4,0.035605987775396995,3.499798766640157
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Malt1,-0.383987127141477,0.0976759422697408,-3.93123545285146,8.84873361549483e-5,0.012684868905715734,-4.053118878811337
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Man2a1,0.895292026020556,0.124153747470351,7.21115587940156,9.85607344344674e-13,2.107557037990361e-9,12.006296068981921
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Map4k3,-0.461557483309981,0.109764027698158,-4.20499769359071,2.83124079361555e-5,0.005341885203248163,-4.548023192842109
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Mapkapk2,0.377980636417311,0.113062269554587,3.34311913166415,8.5766607968611e-4,0.06871696599343334,3.0666817657372647
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Mtss1,-0.477321857187496,0.108263863070153,-4.40887516528207,1.13142473392183e-5,0.0025027895407270825,-4.946374331439384
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Myzap,0.267772397944866,0.0421058620901055,6.35950398953569,2.3794453594173003e-10,1.6960157756291093e-7,9.623524263706583
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Nnt,0.270910993013558,0.0628448926365297,4.31078774500263,1.70808627070258e-5,0.0034241791957990786,4.767490198082675
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Npepps,-0.312805906808113,0.0967238818931595,-3.23400902326931,0.00125204281844242,0.09127107591259231,-2.902380818493572
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Nudt7,0.649773470614409,0.176631674432006,3.67869167692535,2.6166827697685e-4,0.030520036305572595,3.582248925311958
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Optn,0.394587528114917,0.0885605697271866,4.455566730549,9.01733076945121e-6,0.0022248529571549814,5.044921999448541
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Palld,-0.146277001178979,0.0316013064941326,-4.62882764692459,3.84929853893043e-6,0.001101792330825482,-5.41461840514801
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Pde4b,-0.190015221195089,0.0377386362432502,-5.03503147199905,5.0976301228401e-7,1.7211209072641706e-4,-6.292631679544887
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Pdzd2,-0.307406999562355,0.0694651007082766,-4.42534447410263,1.02206244583314e-5,0.0024283446629702198,-4.990522568925131
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Pdzrn4,0.331705732313686,0.0856255692985344,3.87390980324103,1.1295342672797e-4,0.015095754842915159,3.9471005891218933
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Picalm,0.744310054107111,0.107290497849024,6.93733433089741,6.16022279409729e-12,7.903565844826823e-9,11.210403580611983
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Pip5k1b,-0.347188478628743,0.0638376932149875,-5.43861253663269,5.98691176238923e-8,3.200503246310576e-5,-7.222797142620951
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Pkia,-0.44085571156636,0.0997829710634468,-4.41814577044457,1.08255941047888e-5,0.002480220935079291,-4.965548260392482
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Plxna4,0.359492596165338,0.0985850495359187,3.64652244795352,2.7682863703566e-4,0.031711709046138556,3.557788985518517
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Ppfibp1,-0.549856539816076,0.135730746619075,-4.05108314447895,5.51830540384684e-5,0.009833313657132633,-4.2581942676960685
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Ppip5k2,-0.194400290113552,0.0541320505111293,-3.59122346702133,3.3615344473693e-4,0.03654956522012553,-3.473462433947931
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Ppm1l,0.913441939441295,0.0801726117840837,11.3934412153283,4.01654563762326e-29,2.5766140265353214e-25,28.396147294042205
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Rasgef1b,1.09532100758393,0.212695084762563,5.14972411706958,4.24860473311146e-7,1.6032234919358834e-4,6.371753671408387
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Rhobtb1,0.255783959485692,0.0549216273287728,4.65725383471458,3.39160488438073e-6,0.001036054539681066,5.469594747962526
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Rlf,0.491023658874794,0.12798621453671,3.83653552573786,1.3371457412898e-4,0.017155579860748137,3.873821254526765
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Rmi1,-0.913962442114367,0.279791780537656,-3.26658074214357,0.00126866990523425,0.09144401620312037,-2.8966513621321117
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Samd5,-1.02830357226096,0.231679076697487,-4.43848269303862,1.31428920157935e-5,0.0027340372623249165,-4.8813090603238525
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Scarb2,0.632005632591655,0.183148446111639,3.45078348197621,6.0609159831529e-4,0.054761656382994156,3.2174617361691653
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Scyl2,-0.803421711020194,0.225249314830644,-3.56681089851152,4.1639563192805e-4,0.04308351578739421,-3.380493834972007
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Shld1,0.233531797343382,0.056409569617694,4.13993226550216,3.60322925736519e-5,0.006604204481713626,4.443308104782476
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Slc38a10,-1.09675872001383,0.309976537743236,-3.53819914242126,5.0244691611922e-4,0.04739995539565877,-3.2989098150105494
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Slc4a7,-0.598073233546043,0.168849207294606,-3.54205532337816,4.3004971199562e-4,0.043623710312998026,-3.36648133884484
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Slc8a1,-0.0819260840042563,0.0234994229442425,-3.4863019487178,4.9737978496146e-4,0.04739995539565877,-3.3033118697659125
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Slco3a1,-0.178842028009144,0.0533385709316266,-3.3529587479649,8.1251213390506e-4,0.0668239146025764,-3.0901701446276566
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Sos2,0.42193399012456,0.105150779850349,4.01265678414423,6.42381054699167e-5,0.010566344784346553,4.192207275887746
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Stard13,0.374504343434178,0.09327707833697,4.01496648599193,6.24471409978513e-5,0.01054206340792674,4.204487440032513
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Tbc1d4,0.242787979404048,0.0623269977310288,3.89539025209903,1.0125460046307e-4,0.014120614390665089,3.9945852356655247
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Tecrl,0.213515526867056,0.0626584316609301,3.40761045572405,6.6715816466405e-4,0.05862766611397097,3.1757711947222287
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Tmem65,-0.416602802377672,0.0667326361562748,-6.24286445693633,5.22813280818015e-10,3.3538471964475666e-7,-9.281653388741224
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Tnfaip8,0.696090362289026,0.0920204638256024,7.56451699274479,6.57165195988788e-14,2.1078573661340374e-10,13.182325445222165
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Trdn,-0.121946888996202,0.0290238275259417,-4.20161292948715,2.73471981766249e-5,0.005316129584940871,-4.563087162155511
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Trim24,-0.514514303713613,0.154176325520385,-3.33718099699804,8.7995158090037e-4,0.06884011453019359,-3.0555412241297306
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Ttc14,-0.356983413271332,0.105240859323682,-3.39206098815083,7.1673437576583e-4,0.060498039743918416,-3.1446417655494483
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Txlnb,-0.179096281764758,0.0497870623732462,-3.59724541331843,3.28122827643e-4,0.036291516195342155,-3.4839635545133003
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Txndc11,0.399680344551589,0.124327684154826,3.21473328541908,0.00135423541859867,0.09594591342318656,2.8683058318760586
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Ubr5,-0.22500874584491,0.069071495623355,-3.25762087260823,0.00114432315691551,0.08535852385596507,-2.941451313439346
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Zfp945,-0.731646406658645,0.184458269694126,-3.96646031577701,8.5112044806977e-5,0.012684868905715734,-4.070008975484733
