"","AR","bb_mu","bb_theta","thetaCorrected","theta_common","tot_gene_mean","N","phi"
"Rapgef4",0.372,0.372005089058589,3336333252.47748,2224261923.73232,29816.560496767,1.572,1000,2.99730250045443e-10
"Birc6",0.552083333333333,0.552310184738619,8.06545243996999,44314.7543046595,33232.0330022746,1.569,1000,0.123985604954323
"Tef",0.490369047619048,0.491720011088402,17.4238094297316,53134.0670932454,39841.8384152192,1.564,1000,0.0573927305640535
"Mpped2",0.34,0.340360824742263,2434650066.82215,1623182290.02865,61684.1104119477,1.552,1000,4.10736644919677e-10
"Fermt2",0.496,0.495679947747955,2273205581.50499,1515646283.77519,131922.078897557,1.531,1000,4.39907418904869e-10
"Gm9895",0.8,0.800101894601245,2232536216.51051,1488533373.77887,131922.078897557,1.531,1000,4.47921065111775e-10
"Ankhd1",0.535769047619047,0.535756105461611,16.5779277016519,188926.307770361,141686.44186392,1.529,1000,0.060321170293218
"Ube2k",0.4506,0.450887709829155,40.4272854650035,195789.975657665,146822.268100517,1.528,1000,0.0247357691345778
"Cdh8",0.0448571428571428,0.0439921134616367,1e-06,1e-06,170756.206327499,1.523,1000,1052417.45016321
"Fbxl20",0.522,0.522000000000016,2338946065.65195,1559556963.9607,194690.144554482,1.52,1000,4.27542992412382e-10
"Miga2",0.493116666666667,0.493349078691695,69.3194384973319,278373.53135991,208745.488800684,1.518,1000,0.0144259679777771
"Gdnf",0.1275,0.129075189770498,1.70090024915862e-06,1.70090024915862e-06,283845.679063853,1.503,1000,587923.954091173
"Tnrc6a",0.627399999999999,0.629107290819113,41.8171324641408,478622.37052434,358945.869327023,1.502,1000,0.0239136435492683
"Rab7",0.475,0.474721704383499,2163595065.45179,1442875304.79363,358945.869327023,1.502,1000,4.62193696023792e-10
"Gm16685",0.6985,0.698612937820975,166.190205482935,619711.43365503,464700.480138531,1.494,1000,0.00601720177849279
"Elp4",0.445,0.444838492597573,2022639564.97097,1349220085.30804,595281.495542958,1.486,1000,4.94403460368557e-10
"Maml3",0.485,0.484752877455047,3367559132.08715,2246071373.46886,773964.058071945,1.477,1000,2.96950984608315e-10
"Tshz1",0.65525,0.655744465646461,161.062083862055,1203084.88338614,902233.131497676,1.471,1000,0.00620878592913568
"Adcy9",0.526,0.525697341513337,3233064548.95708,2156693875.97243,988132.500785153,1.467,1000,3.09304062711207e-10
"Slc6a6",0.517,0.516904371584708,1637112206.48429,1092810737.13836,1051949.6116265,1.464,1000,6.10831680344934e-10
"Klhl33",0.593,0.593065023956189,1861092697.75527,1242214769.61608,1114728.33442035,1.461,1000,5.37318748929666e-10
"Macrod1",0.670500000000001,0.668945198202733,51.5505191396982,1621195.4895293,1215870.8418874,1.456,1000,0.0193984467409547
"Cdc73",0.537,0.537044673227336,2633600759.65989,1757381096.43108,1235442.49336497,1.455,1000,3.79708274434559e-10
"Lncbate10",0.76,0.759636363636402,2250354522.09907,1501959820.85002,1292604.58797572,1.452,1000,4.44374426420253e-10
"Sqstm1",0.478,0.479230875258451,1800607326.99316,1202153020.13303,1311101.60319377,1.451,1000,5.5536817217661e-10
"Rad51b",0.384,0.384210889029457,2224399685.3926,1484681259.06599,1311101.60319377,1.451,1000,4.49559495340201e-10
"Zbed5-ps",0.5565,0.556582674088478,181.136331397423,1796381.98269502,1347195.91885556,1.449,1000,0.0055207036174645
"Tmem182",0.475,0.475380886427108,2405023064.66424,1605257738.30352,1431771.39552013,1.444,1000,4.15796428189185e-10
"Ambra1",0.532416666666667,0.532561264390875,36.6034285415054,1971171.86297342,1478360.59551579,1.441,1000,0.0273198451578403
"Pdss2",0.5035,0.503382396689616,181.545629954676,1991012.31761133,1493168.46539352,1.44,1000,0.00550825707151232
"Rock1",0.654666666666667,0.654541009450645,51.9036533511131,2115393.17119959,1586518.92657302,1.433,1000,0.0192664665285754
"Nr1d2",0.575583333333333,0.575272823818274,25.0478974943542,2131197.04521147,1598385.25995985,1.432,1000,0.0399235105551434
"Gm31013",0.406000000000001,0.406182453236384,1995367864.40566,1332474010.42095,1671575.61288125,1.425,1000,5.01160722209918e-10
"Cdh20",0.352,0.352037947996914,3003005481.96115,2004256297.73182,1689482.31829231,1.423,1000,3.32999725111037e-10
"Comt",0.585,0.584881188118804,1705329544.82637,1139227670.6168,1755980.54941682,1.414,1000,5.86396924297595e-10
"Auh",0.4635,0.463477900421923,166.018929237675,2349652.96861033,1762156.71699313,1.413,1000,0.00602340952680394
"Rab3gap1",0.541,0.541373665480384,2564922729.13164,1712355844.69499,1805518.95542484,1.405,1000,3.8987529278847e-10
"Smim14",0.424,0.424000000000163,2660919888.10585,1776391910.24578,1833988.63140672,1.399,1000,3.75809886073586e-10
"Gm56984",0.5092,0.509964818538874,158.52055873586,2451658.42574204,1838664.55902716,1.398,1000,0.00630833002340272
"Xrn1",0.506,0.505905511811022,2497812345.87028,1667666049.6693,1843364.31683871,1.397,1000,4.00350331222173e-10
"Osbpl6",0.5575,0.55747047453341,154.483463658632,2497470.58527556,1873025.69722484,1.391,1000,0.0064731847429945
"Kat2b",0.53,0.529965442764586,2388953095.51489,1595147261.44018,1883898.32268967,1.389,1000,4.18593400547477e-10
"Tmod1",0.5335,0.533716455248942,162.564984490403,2527457.98200325,1895512.20401019,1.387,1000,0.00615138618648244
"Setd2",0.441666666666667,0.4413919010664,160.86405010179,2552997.88634808,1914667.98273601,1.384,1000,0.00621642933500202
"Il15ra",0.425,0.424791304786888,2157182333.34473,1440713986.10657,1944322.90756535,1.38,1000,4.63567675547153e-10
"Atp11a",0.423,0.422975999999998,1862122513.90084,1244068393.3043,1990038.02780158,1.375,1000,5.37021593657209e-10
"Cipc",0.507,0.506678311499269,1919144688.5963,1282097232.64903,2000580.18862352,1.374,1000,5.21065454804983e-10
"Apbb2",0.733333333333333,0.733468600291432,41.1665835536387,2667467.69588706,2000580.18862352,1.374,1000,0.0242915470188833
"Galnt17",0.527,0.527021961932656,2693510138.52509,1798482061.56301,2106476.90971046,1.366,1000,3.71262756986531e-10
"Deptor",0.1315,0.132459718241052,71.7868032047298,3017940.23738586,2263419.28463779,1.358,1000,0.0139301369521649
"Sdhb",0.548,0.548424778707162,1963080141.19887,1311804384.22855,2313217.57198141,1.356,1000,5.09403553636528e-10
"Tpp2",0.518,0.518258302653236,1521579837.03581,1017506553.18649,2339996.37196634,1.355,1000,6.57211653085585e-10
"Ddx50",0.575,0.57498593634386,2207896879.91599,1475212800.60809,2461160.49807082,1.351,1000,4.5291970340483e-10
"Afg2a",0.462,0.462114328146481,1910441789.3576,1277105788.19845,2608446.47003873,1.347,1000,5.23439136209565e-10
"Pparg",0.493,0.492944237918219,2313725193.7869,1546075015.77713,2693664.93939961,1.345,1000,4.32203445199682e-10
"Eya3",0.547,0.54703648554665,2687735724.32425,1795540793.87186,2787733.24176654,1.343,1000,3.72060389326938e-10
"Eprs1",0.423,0.42335815338794,1932827978.8569,1292268963.56029,2787733.24176654,1.343,1000,5.17376616511633e-10
"Cpeb1",0.5955,0.595357007837116,141.619337371566,3855616.3524122,2891641.45464047,1.341,1000,0.00706118259384524
"Best3",0.9593,0.9596390439928,0.0188245053945418,4008684.98792472,3006513.73153129,1.339,1000,53.1222456601676
"Fbxw4",0.482,0.482017923803192,2292610354.38522,1532415587.89886,3006513.73153129,1.339,1000,4.36184019708031e-10
"Nsd3",0.44,0.440406884505997,1907958487.862,1276150498.78637,3133630.15877922,1.337,1000,5.24120417903101e-10
"Ppp4r1",0.445,0.444958083830858,1670972732.709,1118251460.27563,3202228.85222773,1.336,1000,5.98453811019879e-10
"Gipc2",0.735,0.734943820224739,1577794457.43904,1056228908.38239,3274452.56727633,1.335,1000,6.33796116652056e-10
"Ltbp1",0.615333333333333,0.615559854540945,131.604069883502,4571665.8022182,3428683.54962871,1.333,1000,0.00759854920053168
"Slc25a33",0.473,0.473037594015764,2031549251.17287,1359275455.24688,3681965.84872526,1.33,1000,4.92235174423003e-10
"Rsrc1",0.533,0.532203315119027,1583170519.24744,1060602637.5978,3866718.57462841,1.328,1000,6.31643899278362e-10
"Gm33474",0.4685,0.468476585508128,130.617026157031,5420535.96910577,4065336.66831625,1.326,1000,0.00765596974163056
"Rcsd1",0.498666666666667,0.498490514734377,136.64965087274,5705288.28643057,4278897.88999749,1.324,1000,0.0073179843022891
"Pcm1",0.4935,0.49387544030034,135.451689900739,6340927.24855808,4755627.71057361,1.32,1000,0.00738270597238626
"Slc27a1",0.65775,0.657370849349147,41.5374033138538,6882490.13604595,5161846.8333328,1.317,1000,0.0240746873954558
"Rasa1",0.5005,0.500450694796092,133.596230975934,7278277.24629997,5458641.13660949,1.315,1000,0.0074852411081877
"Eif4g1",0.511666666666667,0.511332418064564,133.235246002338,8163112.65791949,6122267.87581662,1.311,1000,0.00750552147426854
"Hibch",0.63,0.630000000000005,1823075547.96213,1223789222.9887,6304143.26045842,1.31,1000,5.48523620492754e-10
"Smurf2",0.4625,0.462633975543935,135.679440682508,8657314.53956123,6492918.06495058,1.309,1000,0.00737031340171881
"Cul5",0.317,0.317000000000062,1297298744.87391,873784319.113405,6688866.89809884,1.308,1000,7.70832473207391e-10
"Ptp4a2",0.4795,0.479381193388036,134.538790018012,9189790.63953743,6892275.71025807,1.307,1000,0.00743280060617553
"Ccdc50",0.2495,0.250141595988761,101.220381699097,10709508.2100086,8032080.54731561,1.302,1000,0.00987943320518934
"6030443J06Rik",0.732,0.731990783638907,1291304236.66277,871578931.838267,8032080.54731561,1.302,1000,7.74410841076761e-10
"Tra2b",0.452,0.451806451612906,2320573220.3129,1557758254.27169,8032080.54731561,1.302,1000,4.3092801004795e-10
"Sclt1",0.535,0.534880860860022,1963784955.26153,1320239235.47459,8286948.97517492,1.301,1000,5.09220725681149e-10
"Zfp654",0.5405,0.540248470068705,133.159720532964,11768808.1984341,8826539.56896534,1.299,1000,0.00750977845250467
"Spred2",0.6345,0.634290799399894,119.521893177456,11768799.1065492,8826539.56896534,1.299,1000,0.00836666800880808
"Dtnbp1",0.509,0.508812644564383,2389344967.87518,1605441507.78611,9408646.90199127,1.297,1000,4.18524747763522e-10
"Ddit3",0.546,0.546018547140644,1749396643.35356,1180090082.22296,10369239.9904404,1.294,1000,5.71625653792851e-10
"Trp53inp2",0.274,0.274140758018075,1800092710.88,1214348022.58551,10714661.4991347,1.293,1000,5.55526942560162e-10
"Papola",0.492666666666667,0.492537438746498,125.049905587991,16315440.9921446,12236518.2191557,1.289,1000,0.00799680731703036
"Chd4",0.62,0.620000000000004,1505958860.54987,1020845777.42094,12654902.7907695,1.288,1000,6.64028763464938e-10
"Plin2",0.417,0.416949337490267,1169731356.37996,799829459.415873,15006416.3719254,1.283,1000,8.54897147576486e-10
"Samd5",0.4,0.40006249845518,1908332054.88947,1294422947.62776,16651183.2760857,1.28,1000,5.24017818302548e-10
"Slc16a7",0.294,0.294046911648875,1723807150.16122,1172195723.45848,17243217.5132488,1.279,1000,5.80111296038235e-10
"Rai1",0.496,0.496012519561821,1918391692.84539,1302739269.99975,17858606.0771165,1.278,1000,5.21269980332735e-10
"R3hdm2",0.757,0.756412225706038,1315250848.84457,902384833.674151,19163200.8333274,1.276,1000,7.60311237113806e-10
"Ndrg2",0.557,0.556858712715855,1336568154.44072,918475887.508556,20572838.4110589,1.274,1000,7.48184816971378e-10
"Pcbd2",0.565,0.56503296703323,1487765459.93184,1019274091.16931,20572838.4110589,1.274,1000,6.72148955552317e-10
"Tenm3",0.582,0.582011014948855,1819258218.01722,1243376101.24058,22902966.9218203,1.271,1000,5.496745817039e-10
"Fyttd1",0.452,0.451531914893792,2016721350.26265,1377299188.70479,24613716.3972623,1.269,1000,4.95854323092162e-10
"Pacs1",0.514,0.51397635933858,1701051608.71601,1166852694.34035,24613716.3972623,1.269,1000,5.8787164062284e-10
"Adamts3",0.652,0.652031520858069,1160409996.16272,806424952.638166,24613716.3972623,1.269,1000,8.61764379233915e-10
"Foxp2",0.6205,0.620555017373169,102.843808585911,35282849.6417939,26462085.8094411,1.267,1000,0.00972348276235457
"Rabep1",0.5,0.500063241111891,1213060899.64866,846652585.553661,28458989.3409166,1.265,1000,8.24360920617944e-10
"Edn1",0.527,0.527018268462899,1734385771.68367,1203540120.76098,35462204.7289011,1.259,1000,5.76572995654388e-10
"Plekha7",0.449,0.448999999996131,1317639200.42569,927485536.501411,36794552.1632141,1.258,1000,7.58933097677218e-10
"Rab11fip2",0.357,0.357039808917193,1811548119.69031,1260521710.02826,39617222.6760393,1.256,1000,5.52014042095085e-10
"Gm39214",0.827966666666667,0.827613709247922,1e-06,1e-06,42784213.7806354,1.253,1000,1761546.56973389
"Ube4a",0.514,0.514383386581472,1824739358.60228,1277761178.91516,45951204.8852314,1.252,1000,5.4802347265967e-10
"Fbxo42",0.282000000000001,0.280158526821459,1496911224.12262,1066438549.79157,51373300.2823651,1.249,1000,6.68042288604072e-10
"Plpp3",0.438,0.438499599679752,1381344041.21078,989393761.183673,51373300.2823651,1.249,1000,7.23932612127155e-10
"Cyp27a1",0.566,0.56599839848683,1724064808.29688,1217874272.57441,51373300.2823651,1.249,1000,5.80024599532226e-10
"Tmed2",0.441,0.441095276220961,1995936421.84831,1399122014.94203,51373300.2823651,1.249,1000,5.01017962823667e-10
"Eif3h",0.528,0.527974358974362,1591602948.89963,1132163566.66247,53321200.5470393,1.248,1000,6.28297403376491e-10
"Gsto1",0.69,0.689781701444628,1451970779.51188,1044571271.04167,57443063.5253087,1.246,1000,6.8871909415159e-10
"Ets2",0.44,0.440045016076961,1804759316.47945,1285685255.69852,61884283.5341612,1.244,1000,5.54090504406262e-10
"Lyn",0.609,0.609112540192917,1193639043.37755,878271740.297249,61884283.5341612,1.244,1000,8.37774204478411e-10
"Aftph",0.466,0.466157810490701,1433206170.47509,1044360706.62552,66667444.731595,1.242,1000,6.97736320566157e-10
"Atp11b",0.557,0.55735483870968,1568659630.00971,1141528224.62124,71816353.4610748,1.24,1000,6.37486922509639e-10
"Cfdp1",0.499,0.498695161290312,2073913013.53632,1478363813.63898,71816353.4610748,1.24,1000,4.82180300462485e-10
"Zc3h13",0.573,0.572779661016947,1818259118.83329,1311553731.87519,74535739.4897454,1.239,1000,5.49976617547044e-10
"Mdh2",0.457,0.457851253031524,1713424490.88371,1249323797.17919,80280602.4425368,1.237,1000,5.83626535817893e-10
"Gm48606",0.478,0.477546925566336,1364744757.20375,1020913572.57059,83312800.8260662,1.236,1000,7.32737748008588e-10
"Fbxl7",0.433,0.432514563123535,1379429846.43194,1030703632.05605,83312800.8260662,1.236,1000,7.24937192410778e-10
"Xpo1",0.584,0.58395133819952,1049899276.10806,824053363.779007,93090384.7802253,1.233,1000,9.52472320684861e-10
"Dennd4a",0.447,0.446943089426891,1251324059.56489,972837779.089483,103966304.534669,1.23,1000,7.99153498533163e-10
"Cox6a1",0.443,0.443007347105759,1926413712.45388,1450698766.29233,124817218.492301,1.225,1000,5.19099294993177e-10
"Aldh6a1",0.635,0.634950980392157,1170923684.25617,953192559.248506,129432577.308294,1.224,1000,8.54026623122966e-10
"Gm40841",0.458,0.458000000000007,1616625689.96823,1250327229.72321,129432577.308294,1.224,1000,6.18572379620944e-10
"Sdccag8",0.5065,0.506829894261331,96.9421422339713,172576834.372487,129432577.308294,1.224,1000,0.0103154312144917
"Slc31a1",0.582,0.58183292383293,1006092800.61289,863055120.855093,144244940.334873,1.221,1000,9.93944096797848e-10
"Manea",0.4415,0.441550517895658,95.16249462192,221882342.262927,166411709.115948,1.217,1000,0.0105083415895411
"Btbd1",0.482,0.481991783073119,1541902562.38456,1249817320.41097,166411709.115948,1.217,1000,6.48549411873014e-10
"Vrk2",0.502,0.502006578947372,963763970.701491,872395091.500342,172414333.274511,1.216,1000,1.03759844775286e-09
"St3gal5",0.666,0.665930921053413,1251528893.19493,1064238373.16263,172414333.274511,1.216,1000,7.99022703700575e-10
"Gm11734",0.768066666666667,0.771356922281671,0.10754684764057,238146899.963553,178610174.918891,1.215,1000,9.29827346815482
"B3galt2",0.563,0.562977741136592,1454887069.34394,1225390233.60332,191599140.53052,1.213,1000,6.8733857154352e-10
"Arl8b",0.4985,0.498940621859591,95.8964394444799,255465584.63832,191599140.53052,1.213,1000,0.0104279158412233
"Sri",0.205000000000001,0.204497939490925,883358565.187338,844371230.832252,191599140.53052,1.213,1000,1.13204313560703e-09
"Rgs13",0.529,0.529004950495046,1125046914.39948,1014565970.0841,198401020.363339,1.212,1000,8.88851822267142e-10
"Ufl1",0.508,0.508059405940594,1194779789.54288,1061054553.51304,198401020.363339,1.212,1000,8.36974318407742e-10
"Pfdn1",0.498999999999999,0.500384805945573,1814106609.65971,1483289219.11756,205413609.508315,1.211,1000,5.51235519828453e-10
"Sirt3",0.478,0.477867768590723,1514403910.09192,1293124181.39578,212641181.000878,1.21,1000,6.6032581752863e-10
"Tdp2",0.433,0.432872727272747,1234990445.3783,1106848538.25337,212641181.000878,1.21,1000,8.09722863640201e-10
"Immt",0.463,0.462947890946412,963117572.735111,935528976.352,220087945.896445,1.209,1000,1.03829483368282e-09
"Gng12",0.5425,0.542499499750424,92.5332331411572,325045826.598357,243784323.682151,1.206,1000,0.010806928127914
"Aldh9a1",0.592,0.592149253731335,1370770748.61568,1238892930.65332,243784323.682151,1.206,1000,7.2951658839371e-10
"Dcun1d2",0.568,0.568079601990124,947510541.905386,956719459.513125,243784323.682151,1.206,1000,1.05539722860398e-09
"Cdc5l",0.443,0.443097095434485,992237776.917395,997689580.546353,252148296.951067,1.205,1000,1.0078229465388e-09
"Ncor2",0.523,0.523410299003328,993240558.18669,1009828564.29127,260751144.12511,1.204,1000,1.00680544280798e-09
