"","AR","bb_mu","bb_theta","thetaCorrected","theta_common","phi_raw","phi_shrunk","tot_gene_mean","N"
"Adra1a",0.34525275039775,0.343349586124823,2.38735644603748,2.38529216410405,2.22267990188089,2.38735644603748,2.38529216410405,2.93966666666667,3000
"Pdzrn4",0.723844410725443,0.716449454019846,2.64629696960719,2.63428653794302,2.21939444319751,2.64629696960719,2.63428653794302,2.839,3000
"Pdzrn4_rep1",0.600440115734035,0.596045197740107,2.94087419236242,2.91743497770684,2.21279665871239,2.94087419236242,2.91743497770684,2.714,3000
"Tecrl",0.382101708699985,0.376243704731445,2.03900531481693,2.04975154895611,2.21277362037401,2.03900531481693,2.04975154895611,2.71366666666667,3000
"Serpine1_rep1",0.404018734968735,0.401336964595197,3.42099165108941,3.37929152326717,2.2112505076904,3.42099165108941,3.37929152326717,2.69266666666667,3000
"Tecrl_rep1",0.399630132114188,0.397670961353815,2.087542786567,2.09638248090144,2.21109785462459,2.087542786567,2.09638248090144,2.69066666666667,3000
"Rapgef2_rep1",0.525185242736566,0.530399389451137,2.66452587755404,2.65124447529098,2.20481681543988,2.66452587755404,2.65124447529098,2.62066666666667,3000
"Serpine1",0.416037481962481,0.400457957002941,3.39170202494243,3.35085480435865,2.20478214177382,3.39170202494243,3.35085480435865,2.62033333333333,3000
"Serpine1_rep3",0.386246464646466,0.387371134023321,3.2689946335321,3.232649021066,2.20101811145416,3.2689946335321,3.232649021066,2.58666666666667,3000
"Pdlim3_rep4",0.176211822034462,0.176455335148737,1.45863679659489,1.49083773383344,2.19907966245953,1.45863679659489,1.49083773383344,2.571,3000
"Serpine1_rep2",0.417572515447515,0.402375358914134,3.2796914937821,3.24277386177897,2.19683212719723,3.2796914937821,3.24277386177897,2.554,3000
"Atp1a1_rep1",0.424441993897915,0.424580272822655,2.44818172606652,2.44271272378401,2.19505527365636,2.44818172606652,2.44271272378401,2.54133333333333,3000
"Pdlim3_rep2",0.17899317696837,0.172008547009096,1.4591447037576,1.49088329047526,2.18794259052548,1.4591447037576,1.49088329047526,2.496,3000
"Pdlim3",0.17152819384348,0.169323509712314,1.39190436146057,1.42614046600338,2.18665309107366,1.39190436146057,1.42614046600338,2.48833333333333,3000
"Ppm1l_rep1",0.593487008362009,0.601369495166494,2.58534760544309,2.57430666153288,2.18569231888487,2.58534760544309,2.57430666153288,2.48266666666667,3000
"Rapgef2",0.328005589176621,0.319088703154505,2.270539169292,2.27136332823239,2.18398143574214,2.270539169292,2.27136332823239,2.47266666666667,3000
"Pdlim3_rep3",0.0799184714250894,0.0798804510257516,0.91924874795153,0.971163724851434,2.18067920210382,0.91924874795153,0.971163724851434,2.45366666666667,3000
"Cradd",0.254764333814334,0.256301369889127,1.75139130598736,1.7716196156847,2.17707597910363,1.75139130598736,1.7716196156847,2.43333333333333,3000
"Ppm1l_rep2",0.60354747012247,0.600192281280064,2.50526763284933,2.49687421379064,2.17594016560309,2.50526763284933,2.49687421379064,2.427,3000
"Pdlim3_rep1",0.16809187106037,0.167148561200749,1.42662125761437,1.45907212427968,2.17485858098259,1.42662125761437,1.45907212427968,2.421,3000
"Ppm1l_rep3",0.574175608650609,0.589071339728759,2.58570961815759,2.57418549811765,2.17389280256919,2.58570961815759,2.57418549811765,2.41566666666667,3000
"Atp1a1",0.343884829059828,0.336014422410203,2.25082592391111,2.25190892834918,2.17170552225451,2.25082592391111,2.25190892834918,2.40366666666667,3000
"Ppm1l",0.719512751137749,0.720155469183754,2.15777742598292,2.16237053125836,2.17127802615552,2.15777742598292,2.16237053125836,2.40133333333333,3000
"Ppp2r3a_rep1",0.438159283309282,0.442348303536473,2.08682499369104,2.09385944483656,2.16503995793388,2.08682499369104,2.09385944483656,2.36766666666667,3000
"Ppp2r3a",0.497034090446591,0.497953422724062,2.15010127508939,2.15469245637949,2.16391617981985,2.15010127508939,2.15469245637949,2.36166666666667,3000
"Gphn_rep1",0.542140608465609,0.540633510104551,2.32107978432664,2.31891932611751,2.15711716044991,2.32107978432664,2.31891932611751,2.32566666666667,3000
"Gphn",0.522273134273134,0.522433132010334,2.29570477563354,2.29444820426935,2.15565981480065,2.29570477563354,2.29444820426935,2.318,3000
"Pakap",0.47794805235614,0.48654482659377,2.32790052934566,2.32541092454754,2.15534269750208,2.32790052934566,2.32541092454754,2.31633333333333,3000
"Mb",0.272505384673805,0.268472906804838,1.78193489455043,1.80002198296556,2.1523578403831,1.78193489455043,1.80002198296556,2.30066666666667,3000
"Art1_rep2",0.370870154845155,0.367936925104552,1.83682571472299,1.85269801299361,2.1489875157419,1.83682571472299,1.85269801299361,2.283,3000
"Setbp1",0.471638651626152,0.47420400943404,2.30021495302464,2.2983576373223,2.14485745461972,2.30021495302464,2.2983576373223,2.26133333333333,3000
"Mb_rep1",0.522940936840935,0.518869320676087,2.01460129881846,2.02350239611304,2.14314585654413,2.01460129881846,2.02350239611304,2.25233333333333,3000
"Art1_rep1",0.357012061087061,0.354030824033643,1.91459342190548,1.92726276367565,2.14257611041842,1.91459342190548,1.92726276367565,2.24933333333333,3000
"Setbp1_rep1",0.498492009379509,0.487992884672412,2.26122617849227,2.26075097654807,2.14244956059215,2.26122617849227,2.26075097654807,2.24866666666667,3000
"Gphn_rep3",0.372865656565657,0.372662511130897,2.18259638233559,2.18508160192229,2.14194359387707,2.18259638233559,2.18508160192229,2.246,3000
"Art1",0.380953439153439,0.373379559855803,1.89564041429597,1.90874313740936,2.13541140084235,1.89564041429597,1.90874313740936,2.21133333333333,3000
"Gphn_rep2",0.520194685869686,0.525113464447642,2.18674778433987,2.18875640127321,2.13391965701644,2.18674778433987,2.18875640127321,2.20333333333333,3000
"Ube2b",0.536606553631554,0.532089212560999,1.90811297526793,1.92063678564437,2.13274396591518,1.90811297526793,1.92063678564437,2.197,3000
"Ube2b_rep2",0.525324602249602,0.520485584218421,1.86210864396683,1.87637384441528,2.13268222481387,1.86210864396683,1.87637384441528,2.19666666666667,3000
"Ube2b_rep1",0.524235083435083,0.523824021921031,1.92852720235425,1.94022328042522,2.13138901606699,1.92852720235425,1.94022328042522,2.18966666666667,3000
"Man2a1",0.73986988936989,0.742379699829787,1.92339940278248,1.93503471171125,2.12497607520417,1.92339940278248,1.93503471171125,2.15433333333333,3000
"Hivep2_rep1",0.533765812890813,0.53848565603034,2.38741368667509,2.38126459994896,2.12006461495095,2.38741368667509,2.38126459994896,2.12633333333333,3000
"Hivep2",0.518650222000222,0.515612741251723,2.29816552205844,2.29538580546558,2.11972069763401,2.29816552205844,2.29538580546558,2.12433333333333,3000
"Nipsnap2",0.603161416361416,0.601483585858551,2.12621407771991,2.1298688965108,2.11762247218919,2.12621407771991,2.1298688965108,2.112,3000
"Ralgapa1",0.524088612313612,0.534439178515028,1.97480845385316,1.98418908933863,2.11728602949065,1.97480845385316,1.98418908933863,2.11,3000
"Pafah1b1",0.514097294372294,0.518594714352727,2.07962123867799,2.08500440055008,2.11667209711307,2.07962123867799,2.08500440055008,2.10633333333333,3000
"Pafah1b1_rep1",0.514987926887927,0.516568891707554,2.05631669071737,2.06255676447328,2.11600669679589,2.05631669071737,2.06255676447328,2.10233333333333,3000
"Ralgapa1_rep1",0.648760185185187,0.64811836603409,1.80410518072971,1.819715387053,2.11122530857589,1.80410518072971,1.819715387053,2.07266666666667,3000
"Ube2h_rep2",0.440054128376495,0.444102397926123,2.13428786770311,2.13728847954565,2.10887160029909,2.13428786770311,2.13728847954565,2.05733333333333,3000
"Ube2h_rep1",0.443542984257458,0.438051651105451,2.18791546780535,2.18877793121056,2.10622409353679,2.18791546780535,2.18877793121056,2.03933333333333,3000
"Ube2h",0.454615222399433,0.449958915373055,2.13750642573208,2.14021798243019,2.10467281859099,2.13750642573208,2.14021798243019,2.02833333333333,3000
"Ube2h_rep3",0.44520059015059,0.435643564463602,2.14721916467034,2.14951763581097,2.10354394593513,2.14721916467034,2.14951763581097,2.02,3000
"Myom2",0.203511111111111,0.204193709455578,1.75191892061972,1.7691216523472,2.10153205677471,1.75191892061972,1.7691216523472,2.003,3000
"Dtna_rep1",0.451615079365079,0.4523329977424,2.15212324984413,2.15408854244533,2.0998420352231,2.15212324984413,2.15408854244533,1.986,3000
"Smyd3",0.254286772486773,0.247439986606655,1.98892760682898,1.99707779401215,2.09981132454486,1.98892760682898,1.99707779401215,1.98566666666667,3000
"Dtna",0.394180952380954,0.39679595278246,2.0601256513285,2.06554504803017,2.09900833427705,2.0601256513285,2.06554504803017,1.97666666666667,3000
"Ubr5",0.498345502645503,0.501526976586344,2.00523554424885,2.01269523987043,2.09799357594291,2.00523554424885,2.01269523987043,1.96466666666667,3000
"Vcl",0.282592340992343,0.27636054421773,1.79473332352919,1.81015698925331,2.09760761060938,1.79473332352919,1.81015698925331,1.96,3000
"Nfyc_rep1",0.50536418951419,0.507126910527053,2.03417233267347,2.04045642663937,2.09601498780571,2.03417233267347,2.04045642663937,1.941,3000
"Ubn2_rep1",0.566940476190475,0.566047471620216,1.9930421720131,2.00087490287405,2.09575236627297,1.9930421720131,2.00087490287405,1.938,3000
"Ubn2_rep2",0.480889285714286,0.484922433329022,2.00548826966567,2.01274825158106,2.0932146425605,2.00548826966567,2.01274825158106,1.91233333333333,3000
"Gja1",0.616196031746032,0.618277680140302,2.43220426939122,2.42321161081921,2.09126708357723,2.43220426939122,2.42321161081921,1.89666666666667,3000
"Slc4a4_rep1",0.572678475228475,0.564681001057436,2.24274172056175,2.2409006655992,2.09050827691561,2.24274172056175,2.2409006655992,1.89133333333333,3000
"Nfyc",0.492508321308321,0.498758865248226,2.00687357646297,2.01390149044593,2.08870157160277,2.00687357646297,2.01390149044593,1.88,3000
"Ubn2",0.474655266955267,0.472517730498575,2.02860809911729,2.03481214130288,2.08870157160277,2.02860809911729,2.03481214130288,1.88,3000
"Gja1_rep1",0.600702116402116,0.608084045584018,2.38353294275595,2.37622525405686,2.08724625290497,2.38353294275595,2.37622525405686,1.872,3000
"Gja1_rep2",0.602272474747475,0.605568445475612,2.38403195744224,2.37667123391276,2.08638868362168,2.38403195744224,2.37667123391276,1.86766666666667,3000
"Rp1_rep1",0.235746560846561,0.231788079470228,1.58576628343178,1.60861987033043,2.08526120398808,1.58576628343178,1.60861987033043,1.86233333333333,3000
"Slc4a4",0.572860052910053,0.570071684587788,2.20425978816141,2.20364800685365,2.08474170834597,2.20425978816141,2.20364800685365,1.86,3000
"Grk5",0.687390608465608,0.684201044855143,2.05779808961702,2.06264524634349,2.08240773195299,2.05779808961702,2.06264524634349,1.85033333333333,3000
"Slc20a2",0.567349350649351,0.560346382825174,2.1772699632592,2.17756062258854,2.08170948936958,2.1772699632592,2.17756062258854,1.84766666666667,3000
"Rp1_rep2",0.260084656084656,0.25826857039617,1.74023865400939,1.75705936671184,2.08080174449602,1.74023865400939,1.75705936671184,1.84433333333333,3000
"Agtpbp1",0.598201322751323,0.60742081447963,2.19115410778942,2.19085231975863,2.08004676014711,2.19115410778942,2.19085231975863,1.84166666666667,3000
"Acox1",0.46365,0.47507703466342,2.19808610584284,2.19749046703846,2.07926543927519,2.19808610584284,2.19749046703846,1.839,3000
"Lims1_rep1",0.564483333333333,0.563781527853364,2.16504301808083,2.16567589674375,2.07866174829986,2.16504301808083,2.16567589674375,1.837,3000
"Acox1_rep1",0.532469841269841,0.533139640416344,2.20003903170723,2.19932899260717,2.07825069574884,2.20003903170723,2.19932899260717,1.83566666666667,3000
"Rp1",0.303601984126984,0.293335761107133,1.75083551149021,1.76708921471121,2.07664640775099,1.75083551149021,1.76708921471121,1.83066666666667,3000
"Abhd18_rep1",0.467934920634921,0.466715301854028,2.21263571314324,2.21134410779539,2.07563482229883,2.21263571314324,2.21134410779539,1.82766666666667,3000
"Pard3_rep1",0.552510714285714,0.548038137039322,2.04239016817285,2.04741152890773,2.07210630781987,2.04239016817285,2.04741152890773,1.818,3000
"Lnpep_rep1",0.496392195767196,0.49678957989363,2.05466740494492,2.05920759971664,2.07170960026636,2.05466740494492,2.05920759971664,1.817,3000
"Lclat1",0.426540079365078,0.420257826887669,2.24153559241631,2.23887262917884,2.06870081949703,2.24153559241631,2.23887262917884,1.81,3000
"Usp28",0.578550769600769,0.574898034853567,1.98629126489214,1.99306226101728,2.0626341597598,1.98629126489214,1.99306226101728,1.798,3000
"Sbk1_rep1",0.468407671957671,0.474494527916898,2.06032049927551,2.0642632392236,2.06207883995624,2.06032049927551,2.0642632392236,1.797,3000
"Sbk1",0.523085714285715,0.525533890431363,2.08084619504011,2.08396581250024,2.06094595819339,2.08084619504011,2.08396581250024,1.795,3000
"Abhd18",0.557370634920635,0.553508281695489,2.15692608930475,2.15706818183377,2.05859260759043,2.15692608930475,2.15706818183377,1.791,3000
"Lims1",0.456696296296296,0.461724716100399,2.09621438515703,2.09862559855187,2.05778263793358,2.09621438515703,2.09862559855187,1.78966666666667,3000
"Lnpep_rep2",0.478843915343915,0.473782422093918,2.03567523727394,2.04029851652152,2.05570301866855,2.03567523727394,2.04029851652152,1.78633333333333,3000
"Sema3a_rep5",0.817,0.810244902659363,1.73252045815588,1.74854937581762,2.05354676813296,1.73252045815588,1.74854937581762,1.783,3000
"Pard3",0.539538888888889,0.5462200598362,2.03609476112511,2.04057233576582,2.05244049889122,2.03609476112511,2.04057233576582,1.78133333333333,3000
"Aox1",0.788420286412934,0.783373900018689,1.25272882625871,1.2868740163467,2.0517678689421,1.25272882625871,1.2868740163467,1.78033333333333,3000
"Grk5_rep1",0.681933862433863,0.687816782427796,1.97264154423156,1.97936930674022,2.04854266764504,1.97264154423156,1.97936930674022,1.77566666666667,3000
"Sema3a_rep1",0.63766666666667,0.637319316422466,2.27140777592665,2.26681046467069,2.04854266764504,2.27140777592665,2.26681046467069,1.77566666666667,3000
"Arih1",0.396293253968254,0.39838467317805,1.96121523492381,1.9683479058201,2.04783339864322,1.96121523492381,1.9683479058201,1.77466666666667,3000
"Agl_rep2",0.501308621933622,0.497369409996288,2.07239685922046,2.07529611247605,2.04735705481188,2.07239685922046,2.07529611247605,1.774,3000
"Lnpep",0.421343253968252,0.426019928557993,1.96765331121324,1.9744943529794,2.04663733161606,1.96765331121324,1.9744943529794,1.773,3000
"Grk5_rep2",0.740301984126984,0.741437711693264,1.82126949691057,1.83361111171593,2.04542403785073,1.82126949691057,1.83361111171593,1.77133333333333,3000
"Agl_rep1",0.498930820105821,0.497270845096888,2.07906048760384,2.0816205059888,2.04517933362362,2.07906048760384,2.0816205059888,1.771,3000
"Sptan1",0.596711507936508,0.598717706958308,2.13293649649475,2.13335545706989,2.04269537363379,2.13293649649475,2.13335545706989,1.76766666666667,3000
"Agl",0.498410714285714,0.503208758021887,2.04453461404052,2.04825414971698,2.04142862177306,2.04453461404052,2.04825414971698,1.766,3000
"Ces1d",0.475332804232804,0.462889518447564,2.19389800662267,2.19192520414351,2.0406607880701,2.19389800662267,2.19192520414351,1.765,3000
"Thrb_rep1",0.473621428571428,0.470066100097848,2.19842050298642,2.19627627013968,2.0406607880701,2.19842050298642,2.19627627013968,1.765,3000
"Sema3a_rep4",0.643333333333333,0.643275959898642,2.29400793579845,2.28815777236783,2.03858516895428,2.29400793579845,2.28815777236783,1.76233333333333,3000
"Sltm_rep1",0.48121507936508,0.475459541410874,2.12466847333321,2.12513185664631,2.03593452338244,2.12466847333321,2.12513185664631,1.759,3000
"Thrb",0.483936111111111,0.481130286364641,2.23063739136982,2.22704104109395,2.03485722431145,2.23063739136982,2.22704104109395,1.75766666666667,3000
"Cnksr3",0.550349206349206,0.544106463878345,2.35096983007801,2.34267024862139,2.03129079806292,2.35096983007801,2.34267024862139,1.75333333333333,3000
"Casq2",0.439545286195286,0.4355699580633,2.14918060906645,2.14837299351075,2.02734255901324,2.14918060906645,2.14837299351075,1.74866666666667,3000
"Tmed5",0.504666666666667,0.508584509729088,2.42316037739734,2.41192158250528,2.02619479748739,2.42316037739734,2.41192158250528,1.74733333333333,3000
"Tmed5_rep1",0.526166666666666,0.526628352391418,2.40611231812956,2.39526268968596,2.01973371364641,2.40611231812956,2.39526268968596,1.74,3000
"Sema3a_rep3",0.669055555555556,0.667944050570251,2.20857563226794,2.20520194337704,2.0194342814479,2.20857563226794,2.20520194337704,1.73966666666667,3000
"Tmed5_rep3",0.498555555555556,0.498175532936442,2.40360174071203,2.39269093440001,2.01580406997317,2.40360174071203,2.39269093440001,1.73566666666667,3000
"Sema3a",0.64452380952381,0.635314483550917,2.26926079851197,2.26334458835763,2.01334716481369,2.26926079851197,2.26334458835763,1.733,3000
"Cdh4_rep3",0.727233838383838,0.732961108961414,1.8371342353094,1.84753660934772,2.01179725161524,1.8371342353094,1.84753660934772,1.73133333333333,3000
"Vti1a_rep3",0.577153848003848,0.577265685515128,2.13424701301711,2.13300843672912,2.00228249336676,2.13424701301711,2.13300843672912,1.72133333333333,3000
"Cdh4_rep1",0.703314790764791,0.700116234014087,1.92442737465171,1.93111652611352,2.00163592543462,1.92442737465171,1.93111652611352,1.72066666666667,3000
"Cdh4_rep2",0.715571428571429,0.710878417673304,1.88294047385957,1.89113767538708,2.00001328549901,1.88294047385957,1.89113767538708,1.719,3000
"Tmed5_rep2",0.498333333333333,0.503686457120709,2.38239779325722,2.37162359612789,1.99903552573229,2.38239779325722,2.37162359612789,1.718,3000
"Lsamp",0.632666666666668,0.632427184439866,2.25316490215583,2.24723736790139,1.99772709970527,2.25316490215583,2.24723736790139,1.71666666666667,3000
"Sema3a_rep2",0.695666666666666,0.701692935977404,2.04678847141122,2.04853964565889,1.99410207114728,2.04678847141122,2.04853964565889,1.713,3000
"Sltm",0.463329761904762,0.469443363196916,2.06671288346642,2.06769561403076,1.99377064197958,2.06671288346642,2.06769561403076,1.71266666666667,3000
"Vti1a_rep2",0.579171428571429,0.571178188899725,2.10730382487392,2.10670827894034,1.99277454115469,2.10730382487392,2.10670827894034,1.71166666666667,3000
"Zfand3_rep2",0.487634523809524,0.490054602184663,2.00342846688068,2.00667755360474,1.99044001910275,2.00342846688068,2.00667755360474,1.70933333333333,3000
"Sltm_rep2",0.472564682539683,0.472531769308441,2.05147333556504,2.05272730383139,1.98606853693819,2.05147333556504,2.05272730383139,1.705,3000
"Mef2a_rep1",0.560583068783069,0.565897536175211,2.07515691595711,2.07549967992943,1.98573044560005,2.07515691595711,2.07549967992943,1.70466666666667,3000
"Vti1a_rep1",0.579869841269841,0.590186457311078,2.08356771875019,2.08333430959028,1.97926201083035,2.08356771875019,2.08333430959028,1.69833333333333,3000
"Wnk2",0.445602116402116,0.434662999179485,2.02601616188626,2.02788239849415,1.9772032017367,2.02601616188626,2.02788239849415,1.69633333333333,3000
"Mef2a",0.525834523809524,0.522499508741348,2.08081402612851,2.08060308737704,1.9772032017367,2.08081402612851,2.08060308737704,1.69633333333333,3000
"Mtus1",0.450756746031746,0.451752658645258,2.0922411056557,2.09144614211274,1.97341119028622,2.0922411056557,2.09144614211274,1.69266666666667,3000
"Zfand3_rep1",0.448340343915345,0.443853427895989,1.88430978370685,1.89136917343673,1.97271948830648,1.88430978370685,1.89136917343673,1.692,3000
"Cdh4",0.759681746031747,0.761182265983401,1.71798088153066,1.73133138781564,1.97237339457792,1.71798088153066,1.73133138781564,1.69166666666667,3000
"Lsamp_rep2",0.727,0.73180379724688,1.94093086809156,1.94556748530565,1.96577013274719,1.94093086809156,1.94556748530565,1.68533333333333,3000
"Mbd1",0.447,0.426671958721966,2.29377888209806,2.28480392490485,1.95982658085969,2.29377888209806,2.28480392490485,1.67966666666667,3000
"Lsamp_rep1",0.684666666666667,0.680977936754992,2.10140252661788,2.09960821263757,1.95702152964235,2.10140252661788,2.09960821263757,1.677,3000
"Gramd1b",0.736271428571428,0.735428685100324,1.57288121448795,1.59106524599462,1.95561761608025,1.57288121448795,1.59106524599462,1.67566666666667,3000
"Zfand3",0.49995873015873,0.495614035087705,1.99361410003768,1.99569603981418,1.95175359645845,1.99361410003768,1.99569603981418,1.672,3000
"Vti1a",0.382063888888889,0.384247258225324,2.03997485042422,2.04028545111701,1.95140216185609,2.03997485042422,2.04028545111701,1.67166666666667,3000
"Trp63",0.505916666666667,0.509999999942432,2.30675875258361,2.29674685041464,1.94613004276044,2.30675875258361,2.29674685041464,1.66666666666667,3000
"Trp63_rep1",0.571431746031744,0.570484581496159,2.21637915153889,2.20970932057996,1.9440219974525,2.21637915153889,2.20970932057996,1.66466666666667,3000
"Fgd4",0.574433333333335,0.571801042919928,2.1625368269325,2.15779620403902,1.94121329748766,2.1625368269325,2.15779620403902,1.662,3000
"Chpt1",0.5051,0.509528585756977,2.23173218020924,2.22435466911372,1.9408624276936,2.23173218020924,2.22435466911372,1.66166666666667,3000
"Creb5",0.547,0.538523435928394,2.28876953048238,2.27903479907768,1.93595729806463,2.28876953048238,2.27903479907768,1.657,3000
"Snhg11_rep1",0.591677777777778,0.59439290036306,2.20806516911656,2.20120904189256,1.93141833574064,2.20806516911656,2.20120904189256,1.65266666666667,3000
"Gramd1b_rep1",0.761726190476191,0.767305751765606,1.48533106568575,1.50582943224824,1.93037363517558,1.48533106568575,1.50582943224824,1.65166666666667,3000
"Snhg11",0.616972222222222,0.628820076907474,2.13719232723702,2.13278784498981,1.92551496129407,2.13719232723702,2.13278784498981,1.647,3000
"Irf2_rep1",0.404978571428571,0.402836879432638,1.99060896235527,1.99167842210447,1.92344218492189,1.99060896235527,1.99167842210447,1.645,3000
"Irf2_rep4",0.389302380952381,0.389260385005087,1.97603330259844,1.97765526930593,1.92344218492189,1.97603330259844,1.97765526930593,1.645,3000
"Creb5_rep1",0.546733333333333,0.548844750709383,2.26392149462665,2.25461701202034,1.92309733825474,2.26392149462665,2.25461701202034,1.64466666666667,3000
"Irf2_rep3",0.401034126984127,0.398416886543516,1.98635121409893,1.98747251764347,1.92068866749,1.98635121409893,1.98747251764347,1.64233333333333,3000
