gene,Category,glm_ar,aspen_ar
Zhx1,Overlap,0.30419675028434345,0.3439
Zkscan5,Overlap,0.3381592719762455,0.4283
Zkscan7,Overlap,0.2912531403013074,0.3427
Zmynd8,Overlap,0.42798238673401423,0.4287
Znrf1,Overlap,0.5676312993336081,0.5583
Zscan20,Overlap,0.8304611204324306,0.8056
Zscan21,Overlap,0.6921416298426966,0.6666
Zwint,Overlap,0.6588843686910404,0.6474
Zxdc,Overlap,0.3505243648775382,0.3762
Clcn5,Overlap,0.31844160409538436,0.3425
Prickle3,Overlap,0.24913768811969883,0.2703
Gripap1,GLM_only,0.43385032267835905,0.4544
Wdr13,GLM_only,0.38424317171865674,0.3572
Lancl3,Overlap,0.33970915864097695,0.2771
Atp6ap2,Overlap,0.3160989021787796,0.3272
1810030O07Rik,GLM_only,0.3801602978783065,0.357
Gm14634,Overlap,0.40414521392793956,0.3583
Ddx3x,Overlap,0.37524578938626535,0.3725
Slc9a7,GLM_only,0.6187607713648232,0.6181
Uba1,Overlap,0.3198203740082298,0.3168
Thoc2,GLM_only,0.3012849612480133,0.3094
Ocrl,Overlap,0.3351825093550036,0.341
Zdhhc9,Overlap,0.3228272694185381,0.3482
Zfp280c,Overlap,0.3427618900850045,0.3454
Enox2,Overlap,0.4233461195299549,0.4023
Mospd1,Overlap,0.2614910838655601,0.2675
Ints6l,Overlap,0.3234055846177033,0.2945
Slc9a6,Overlap,0.34333652607234755,0.3901
Bcap31,GLM_only,0.32486974726538476,0.3339
Mecp2,Overlap,0.4326187447692866,0.4128
Dnase1l1,Overlap,0.26952899861171736,0.2355
Ikbkg,Overlap,0.35413111894855864,0.3797
Tmem47,Overlap,0.21693856068563303,0.1933
Dmd,Overlap,0.4569843412602912,0.4158
Gk,Overlap,0.37901110055840787,0.3685
Gm14902,GLM_only,0.7151861265716084,0.6705
Snx12,GLM_only,0.3535270287931323,0.2953
Itgb1bp2,Overlap,0.6854838203237913,0.6256
Xist,Overlap,0.6811852897537248,0.6836
5530601H04Rik,GLM_only,0.326611792375512,0.3596
Fgf16,GLM_only,0.3167441446959114,0.2776
Atrx,Overlap,0.40203891249187523,0.39
Pgk1,Overlap,0.3378400889093347,0.3404
Zmat1,Overlap,0.3030498398663792,0.2765
BC065397,Overlap,0.33294199940472224,0.3286
Slc25a53,Overlap,0.238309342280578,0.2415
Tbc1d8b,Overlap,0.34695292017787804,0.3494
Col4a5,Overlap,0.4216628271560016,0.4114
Tmem164,Overlap,0.6818961274198753,0.6448
Ammecr1,Overlap,0.4011709472624104,0.3967
Acot9,Overlap,0.3457146449149007,0.346
Sms,Overlap,0.2103701264738146,0.2319
Eif1ax,Overlap,0.22401702885896269,0.2439
Bclaf3,GLM_only,0.3682860415812785,0.3726
Phka2,Overlap,0.7241705567086435,0.6632
Rbbp7,Overlap,0.38147203443692024,0.3723
Ap1s2,Overlap,0.26398250379534494,0.2758
Zrsr2,Overlap,0.35423423946364685,0.345
Asb11,Overlap,0.6858339955738963,0.6569
Mid1,Overlap,0.2975910249670375,0.3119
0610005C13Rik,ASPEN_only,0.3169520527555208,0.2225
1110004F10Rik,ASPEN_only,0.4187893248656016,0.4432
1110019D14Rik,ASPEN_only,0.5612392338312967,0.5386
1500002F19Rik,ASPEN_only,0.6137165552020764,0.6256
1500004A13Rik,ASPEN_only,0.4387059493381707,0.4508
1600010M07Rik,ASPEN_only,0.4829708508040921,0.4719
1600014C10Rik,ASPEN_only,0.4713604146206573,0.4492
1700081N11Rik,ASPEN_only,0.5743661450840669,0.6017
1700123M08Rik,ASPEN_only,0.7012093344904483,0.6656
2010001K21Rik,ASPEN_only,0.9124445164598283,0.9219
2310002L09Rik,ASPEN_only,0.4289249679008973,0.4343
2310016D03Rik,ASPEN_only,0.6428117064226603,0.6964
2500002B13Rik,ASPEN_only,0.6790594271768097,0.6433
2510009E07Rik,ASPEN_only,0.34266929167711846,0.423
2610037D02Rik,ASPEN_only,0.4454131559539309,0.4366
2610203C22Rik,ASPEN_only,0.6014917077958563,0.5625
2700049A03Rik,ASPEN_only,0.5684788696642172,0.5549
2900089D17Rik,ASPEN_only,0.8037106844248342,0.7244
3110056K07Rik,ASPEN_only,0.4701941129401924,0.4695
3300002I08Rik,ASPEN_only,0.3754882406673542,0.3906
3425401B19Rik,ASPEN_only,0.7026311737217791,0.6044
4732471J01Rik,ASPEN_only,0.39179758622087907,0.3467
4833439L19Rik,ASPEN_only,0.5633482045320604,0.5679
4921524J17Rik,ASPEN_only,0.4161407672870343,0.4369
4930470G03Rik,ASPEN_only,0.5973388776419138,0.6189
4930506C21Rik,ASPEN_only,0.4158596606360922,0.4267
4930512H18Rik,ASPEN_only,0.44081362379713457,0.4494
4930523C07Rik,ASPEN_only,0.3881720809552824,0.378
4933431K23Rik,ASPEN_only,0.4309619826469973,0.4431
5430402O13Rik,ASPEN_only,0.3591890999637475,0.3945
6430548M08Rik,ASPEN_only,0.37218671883848325,0.3701
A930005H10Rik,ASPEN_only,0.42635082650148537,0.3846
A930029G22Rik,ASPEN_only,0.6648331795575603,0.6687
AW146154,ASPEN_only,0.6175417943695884,0.6317
AW554918,ASPEN_only,0.5785589624959031,0.5806
Aamdc,ASPEN_only,0.44923605490435825,0.3948
Aars1,ASPEN_only,0.4087341410119953,0.4132
Abca5,ASPEN_only,0.44170775594717776,0.4412
Abca8a,ASPEN_only,0.7604745974643278,0.7015
Abcb4,ASPEN_only,0.4254449496499091,0.4279
Abcb8,ASPEN_only,0.5996226195334193,0.5504
Abcc4,ASPEN_only,0.60880779851869,0.6114
Abcc5,ASPEN_only,0.4595352957022513,0.4662
Abhd12,ASPEN_only,0.4135149261674929,0.4264
Abhd13,ASPEN_only,0.3232411235431735,0.3406
Abhd18,ASPEN_only,0.46546854842442675,0.4684
Abi3bp,ASPEN_only,0.7142372113559013,0.6824
Ablim1,ASPEN_only,0.486477108718452,0.4836
Abraxas2,ASPEN_only,0.431346656976755,0.4479
Abtb2,ASPEN_only,0.4708161860445624,0.4709
Acaa2,ASPEN_only,0.3893425003232069,0.4227
Acacb,ASPEN_only,0.47893484749240106,0.4783
Acad11,ASPEN_only,0.6172742919747056,0.6187
Acad12,ASPEN_only,0.31966387004656993,0.3312
Acadsb,ASPEN_only,0.48524413891388196,0.4484
Acadvl,ASPEN_only,0.3595147347528358,0.4297
Acbd6,ASPEN_only,0.4265905820234309,0.4325
Aco2,ASPEN_only,0.4922349961538228,0.4867
Acot11,ASPEN_only,0.43783495487580204,0.4629
Acot13,ASPEN_only,0.46522602832590676,0.4532
Acsl1,ASPEN_only,0.49372518274913063,0.4882
Acss3,ASPEN_only,0.13479371313459762,0.2401
Actl6a,ASPEN_only,0.6435091914995991,0.6272
Actn2,ASPEN_only,0.5132208627427701,0.5117
Adam10,ASPEN_only,0.4508925859783927,0.4545
Adamts17,ASPEN_only,0.46032194250810127,0.3838
Adamts3,ASPEN_only,0.5778271829819407,0.6368
Adamtsl4,ASPEN_only,0.44685148074262476,0.4298
Adarb1,ASPEN_only,0.45456617364749835,0.4659
Adcy9,ASPEN_only,0.5461648127913042,0.5481
Adgrl2,ASPEN_only,0.5678975108525822,0.5774
Adhfe1,ASPEN_only,0.594705005154801,0.5812
Adk,ASPEN_only,0.4892652851565945,0.4872
Adprhl1,ASPEN_only,0.4976658648205684,0.4926
Adprm,ASPEN_only,0.6173496818569575,0.6172
Aebp2,ASPEN_only,0.44624488208537855,0.454
Afap1,ASPEN_only,0.4383914835121839,0.4684
Afap1l1,ASPEN_only,0.5826784959078004,0.5513
Agap1,ASPEN_only,0.4401505581363385,0.4218
Ago4,ASPEN_only,0.34573056940136365,0.3933
Agpat3,ASPEN_only,0.6293569542584079,0.6463
Ahcyl2,ASPEN_only,0.5901359316201963,0.5565
Ahsa2,ASPEN_only,0.4338050510008714,0.4675
Aida,ASPEN_only,0.6376342616263665,0.6337
Ak3,ASPEN_only,0.4212714128190579,0.4327
Akap13,ASPEN_only,0.47893897037331884,0.4794
Akap6,ASPEN_only,0.5150750016617494,0.5119
Akap7,ASPEN_only,0.39860382075649714,0.4525
Akr1b1,ASPEN_only,0.4549192682087162,0.3975
Akt3,ASPEN_only,0.3417925575122765,0.3922
Aldh2,ASPEN_only,0.6880398463785277,0.7039
Aldh4a1,ASPEN_only,0.5930996035744106,0.6129
Aldh6a1,ASPEN_only,0.5740249694709807,0.5897
Aldh9a1,ASPEN_only,0.5677424166723737,0.5772
Alg14,ASPEN_only,0.7014953640599985,0.6575
Alpk3,ASPEN_only,0.485648714797198,0.4767
Amd1,ASPEN_only,0.45520315535231903,0.4447
Angel2,ASPEN_only,0.4177044525091757,0.3869
Angpt1,ASPEN_only,0.4661908734420119,0.4467
Ank,ASPEN_only,0.4917845449241232,0.4866
Ankib1,ASPEN_only,0.4488846058734719,0.4597
Ankrd1,ASPEN_only,0.4502494909069859,0.4488
Ankrd50,ASPEN_only,0.6528072744492665,0.6503
Anxa11,ASPEN_only,0.40746452515844006,0.428
Anxa4,ASPEN_only,0.466940748931253,0.4285
Ap2b1,ASPEN_only,0.5649037496514147,0.5567
Ap4b1,ASPEN_only,0.6085189172016254,0.5882
Ap4e1,ASPEN_only,0.5871654103437394,0.5785
Ap4s1,ASPEN_only,0.5959852632573757,0.61
Apc,ASPEN_only,0.4706460594100005,0.4563
Aplp2,ASPEN_only,0.42888796226244424,0.4378
Apmap,ASPEN_only,0.3713932776959094,0.37
Appl1,ASPEN_only,0.4871289298645433,0.454
Arfgap2,ASPEN_only,0.3783910249733905,0.3667
Arhgap21,ASPEN_only,0.48495548018458834,0.4929
Arhgap44,ASPEN_only,0.5642564407439838,0.5706
Arhgap5,ASPEN_only,0.4525211498037286,0.4655
Arhgef10l,ASPEN_only,0.4357163818694431,0.4005
Arhgef7,ASPEN_only,0.46102807309862204,0.4666
Arid1a,ASPEN_only,0.43128460410254266,0.4523
Arl8b,ASPEN_only,0.44675371574108735,0.4513
Armc1,ASPEN_only,0.4354863448114981,0.4364
Arrdc3,ASPEN_only,0.44577505126074285,0.4395
Asap1,ASPEN_only,0.4739091989945963,0.4722
Asb7,ASPEN_only,0.40739187932868093,0.3991
Ascc1,ASPEN_only,0.4110115598199624,0.4122
Atad1,ASPEN_only,0.4713548458533884,0.4693
Atad3a,ASPEN_only,0.5741086285706496,0.5658
Atf6,ASPEN_only,0.47210160575552046,0.4814
Atf7,ASPEN_only,0.4746526411173953,0.4704
Atg16l1,ASPEN_only,0.4114761669234181,0.4263
Atp13a3,ASPEN_only,0.4372703472385659,0.3852
Atp2c1,ASPEN_only,0.44051099785860176,0.4424
Atp5mc1,ASPEN_only,0.4678216832748544,0.4387
Atp6v0b,ASPEN_only,0.485377436459891,0.4742
Atp8a2,ASPEN_only,0.6387450674871328,0.6323
Atp9a,ASPEN_only,0.31887222307004,0.3606
Atpsckmt,ASPEN_only,0.37686007299804797,0.4011
Atrn,ASPEN_only,0.43216465424707634,0.4253
Auh,ASPEN_only,0.45773063923901947,0.4701
B130024G19Rik,ASPEN_only,0.3555010790127338,0.3438
B230369F24Rik,ASPEN_only,0.38442129402328934,0.4141
B3galnt2,ASPEN_only,0.47069447629164524,0.4573
B430010I23Rik,ASPEN_only,0.6557385632374713,0.6468
B4galt6,ASPEN_only,0.3818030371836763,0.3988
BC004004,ASPEN_only,0.4333775320190564,0.4477
Babam1,ASPEN_only,0.462042120039676,0.4647
Baz2b,ASPEN_only,0.4544093918757647,0.4659
Bbip1,ASPEN_only,0.5719059609565773,0.5916
Bcap29,ASPEN_only,0.44657992704514415,0.4618
Bcas2,ASPEN_only,0.6069185619763077,0.557
Bcas3,ASPEN_only,0.46429770063153025,0.4672
Bcat2,ASPEN_only,0.43156482268100405,0.4391
Bcl11a,ASPEN_only,0.3107979876326401,0.3222
Bcl2,ASPEN_only,0.3943458734490108,0.3625
Bcl2l13,ASPEN_only,0.4822423298276212,0.4882
Bcl6,ASPEN_only,0.4226205339114786,0.4534
Bet1,ASPEN_only,0.5637892932015485,0.5704
Bfar,ASPEN_only,0.380024274300975,0.4011
Bicd1,ASPEN_only,0.6230964520386901,0.6157
Bik,ASPEN_only,0.6821257509840224,0.7055
Blcap,ASPEN_only,0.4389060246043352,0.4589
Bltp3b,ASPEN_only,0.4541028705074854,0.4212
Bmal1,ASPEN_only,0.37169377395747155,0.4396
Bmper,ASPEN_only,0.4143852028326549,0.433
Bptf,ASPEN_only,0.5013222699388915,0.4732
Brd9,ASPEN_only,0.7130381302996475,0.6826
Brms1l,ASPEN_only,0.575536185855554,0.5543
Btf3l4,ASPEN_only,0.39123525779116003,0.4249
C330018D20Rik,ASPEN_only,0.3643980752166627,0.3824
C87436,ASPEN_only,0.4133062037889961,0.4378
Cab39l,ASPEN_only,0.45148892044149924,0.3885
Cabcoco1,ASPEN_only,0.432819207169622,0.45
Cabin1,ASPEN_only,0.6136866398638143,0.6315
Calcoco1,ASPEN_only,0.4376437393580114,0.423
Calm2,ASPEN_only,0.4543909878509755,0.4388
Camk1,ASPEN_only,0.3316614560640757,0.3124
Camk2a,ASPEN_only,0.6511544588413256,0.6112
Camk2d,ASPEN_only,0.4803667749245895,0.4728
Canx,ASPEN_only,0.4619272854249025,0.4527
Car14,ASPEN_only,0.6521462860649758,0.6325
Carf,ASPEN_only,0.38350273929196066,0.4047
Carm1,ASPEN_only,0.4041642989708825,0.408
Carmil1,ASPEN_only,0.38046362208989853,0.301
Carmn,ASPEN_only,0.42963338810479085,0.4603
Casc3,ASPEN_only,0.4431692849606261,0.4333
Casp7,ASPEN_only,0.6617082618790915,0.644
Casp8ap2,ASPEN_only,0.6262527248415689,0.5834
Casq2,ASPEN_only,0.4621948476763691,0.4569
Cat,ASPEN_only,0.4766224847047384,0.4677
Cav1,ASPEN_only,0.4011209620925644,0.4093
Cav3,ASPEN_only,0.4251990677166705,0.4235
Cavin4,ASPEN_only,0.4357741936508761,0.4667
Cbfa2t2,ASPEN_only,0.45759338602119776,0.4634
Cblb,ASPEN_only,0.4853589836679448,0.4775
Ccar1,ASPEN_only,0.46197182673408377,0.4652
Ccdc122,ASPEN_only,0.6600914108120753,0.6684
Ccdc152,ASPEN_only,0.4221302178766498,0.3579
Ccdc174,ASPEN_only,0.602765578279871,0.6222
Ccdc191,ASPEN_only,0.5782482627074556,0.5482
Ccdc28a,ASPEN_only,0.6308427905541966,0.5865
Ccdc57,ASPEN_only,0.3579645698316726,0.4481
Ccnd3,ASPEN_only,0.3918175128638031,0.3805
Cd163,ASPEN_only,0.4147542458258687,0.4008
Cd36,ASPEN_only,0.5117070882025262,0.5117
Cd44,ASPEN_only,0.6191920643897479,0.7413
Cd46,ASPEN_only,0.4061723956888981,0.4299
Cd59b,ASPEN_only,0.4050568382549659,0.3581
Cdan1,ASPEN_only,0.4197379175790982,0.4248
Cdc14b,ASPEN_only,0.41852439064484476,0.4261
Cdc16,ASPEN_only,0.3660189937803811,0.4231
Cdc23,ASPEN_only,0.42947596729317716,0.4008
Cdc42ep3,ASPEN_only,0.5320874661811144,0.5529
Cdc5l,ASPEN_only,0.42362345322129247,0.4486
Cdip1,ASPEN_only,0.4345399039922769,0.4432
Cdk7,ASPEN_only,0.6027201205833617,0.6082
Cdkal1,ASPEN_only,0.4755952373746671,0.4812
Cdkn1a,ASPEN_only,0.36267107070359506,0.31
Cebpb,ASPEN_only,0.4377075696045324,0.4205
Cecr2,ASPEN_only,0.4467476706204213,0.4507
Celf1,ASPEN_only,0.4756996273890155,0.4838
Cenpp,ASPEN_only,0.45603157362228325,0.4715
Cenpv,ASPEN_only,0.41056274871217113,0.4339
Cep104,ASPEN_only,0.3661038006751663,0.4614
Cep120,ASPEN_only,0.4139927440691323,0.411
Cep126,ASPEN_only,0.35460253040237316,0.3382
Cep162,ASPEN_only,0.27298238834264676,0.3454
Cep192,ASPEN_only,0.402611771638262,0.3828
Cep68,ASPEN_only,0.40261443728442103,0.4187
Cers4,ASPEN_only,0.6066722554065186,0.6036
Ces1d,ASPEN_only,0.41570856539910633,0.4405
Cfap61,ASPEN_only,0.6775680744353668,0.6029
Cgnl1,ASPEN_only,0.670943345220931,0.6103
Chd1l,ASPEN_only,0.6486046707686729,0.6752
Chd2,ASPEN_only,0.47709770701312637,0.4812
Chd7,ASPEN_only,0.46696871042704224,0.4637
Chn1,ASPEN_only,0.46162678147349806,0.4548
Chrm2,ASPEN_only,0.48980854435705945,0.484
Cir1,ASPEN_only,0.4209158893521218,0.4429
Clcn3,ASPEN_only,0.5028414483006288,0.4782
Cldnd1,ASPEN_only,0.4687730397684951,0.419
Clec16a,ASPEN_only,0.44792072290264834,0.4553
Clec2d,ASPEN_only,0.628193312401367,0.6503
Clns1a,ASPEN_only,0.42128599783286746,0.4286
Clpp,ASPEN_only,0.35290300739966174,0.3505
Cltb,ASPEN_only,0.34636752450213426,0.3876
Cltc,ASPEN_only,0.4869910901207196,0.4779
Cmc1,ASPEN_only,0.6028157897086429,0.6081
Cmss1,ASPEN_only,0.4746923311681395,0.473
Cmtm8,ASPEN_only,0.6321320292340677,0.7378
Cnih4,ASPEN_only,0.4091052227454814,0.4402
Cnot7,ASPEN_only,0.45597458499597326,0.4627
Cnst,ASPEN_only,0.45003000149087063,0.4667
Cntnap5b,ASPEN_only,2.0822089817480017e-6,0.0051
Cntrob,ASPEN_only,0.33356449884611916,0.3862
Cobl,ASPEN_only,0.6020000323898334,0.625
Cog2,ASPEN_only,0.4032487055821743,0.441
Col3a1,ASPEN_only,0.3610006090099699,0.3444
Col8a1,ASPEN_only,0.5761524807743634,0.5798
Colq,ASPEN_only,0.3786397068162506,0.3379
Commd1,ASPEN_only,0.5723907436990304,0.5851
Commd10,ASPEN_only,0.5938003548735752,0.5573
Cops8,ASPEN_only,0.3752932882615354,0.4123
Coq10a,ASPEN_only,0.4513436818081541,0.4535
Cox10,ASPEN_only,0.4816786126440169,0.4783
Cox6a1,ASPEN_only,0.4463475760552408,0.4532
Cox6b1,ASPEN_only,0.45106387996186725,0.4596
Cox7a2,ASPEN_only,0.39610741909217473,0.4139
Cox7a2l,ASPEN_only,0.4201329400655347,0.4487
Cox7c,ASPEN_only,0.5667717861026674,0.5677
Cox8a,ASPEN_only,0.47101043437306633,0.469
Cpne8,ASPEN_only,0.3839947243973378,0.3818
Cpsf3,ASPEN_only,0.43022773857945157,0.4452
Cpsf7,ASPEN_only,0.5918993332978091,0.5716
Cpt1a,ASPEN_only,0.41256422516946817,0.3875
Cpxm2,ASPEN_only,0.46516149001431445,0.4777
Crebbp,ASPEN_only,0.46896223041900775,0.4738
Crem,ASPEN_only,0.4583499263692658,0.4608
Cript,ASPEN_only,0.37978207787153717,0.4259
Crtc3,ASPEN_only,0.5647706072898973,0.5626
Cry1,ASPEN_only,0.5894569523870979,0.618
Cryab,ASPEN_only,0.5789448161629405,0.5872
Crybg3,ASPEN_only,0.4446993433827887,0.4606
Cs,ASPEN_only,0.47004253557491676,0.4668
Csde1,ASPEN_only,0.47816885955646554,0.486
Csnk1a1,ASPEN_only,0.47531773606040506,0.4752
Csnk1g3,ASPEN_only,0.46021191374230147,0.4631
Cspp1,ASPEN_only,0.4263543931972998,0.4276
Cst3,ASPEN_only,0.6468016749147064,0.6819
Ctdspl,ASPEN_only,0.293154416048248,0.2809
Ctnna1,ASPEN_only,0.5559599417562971,0.5614
Ctsh,ASPEN_only,0.4185822783188979,0.4004
Cul4a,ASPEN_only,0.3998011350297395,0.4426
Cutc,ASPEN_only,0.5725386034746908,0.6164
Cux2,ASPEN_only,0.44470912760741527,0.4598
Cwc27,ASPEN_only,0.43680621997028735,0.4339
Cwf19l2,ASPEN_only,0.425698363951044,0.4244
Cxxc5,ASPEN_only,0.36666786245491,0.3797
Cyb5r4,ASPEN_only,0.4343868460483458,0.4211
Cycs,ASPEN_only,0.4118625034177412,0.4469
Cyp2b10,ASPEN_only,0.36134288209303156,0.3239
Cyp2d22,ASPEN_only,0.0775780362228927,0.0935
Cyyr1,ASPEN_only,0.4962412824890605,0.4567
D230022J07Rik,ASPEN_only,0.6968095468487965,0.7373
D830013O20Rik,ASPEN_only,0.3618668571801667,0.4257
D830024N08Rik,ASPEN_only,0.5561807239613908,0.5616
Daam1,ASPEN_only,0.4945773935315505,0.4866
Dbp,ASPEN_only,0.3519978400838483,0.3978
Dcaf10,ASPEN_only,0.3988095142759864,0.4461
Dcaf11,ASPEN_only,0.3983207110540729,0.4382
Dcaf8,ASPEN_only,0.4588000912635179,0.4565
Dcbld1,ASPEN_only,0.3681871332715347,0.4043
Dcbld2,ASPEN_only,0.46615458270801574,0.4554
Dctn6,ASPEN_only,0.6212562668923872,0.6539
Dcun1d2,ASPEN_only,0.6052620817877836,0.575
Ddhd1,ASPEN_only,0.5991047365976633,0.5727
Ddi2,ASPEN_only,0.5620922784960245,0.5555
Ddx10,ASPEN_only,0.47517883061081867,0.4355
Ddx17,ASPEN_only,0.503133767698051,0.4757
Dennd10,ASPEN_only,0.4356176845192864,0.4305
Dennd4c,ASPEN_only,0.4799027942412231,0.4819
Dennd5b,ASPEN_only,0.4714677626141053,0.4548
Desi2,ASPEN_only,0.4849194196442385,0.4725
Dgat2,ASPEN_only,0.4760288649647586,0.4803
Dhps,ASPEN_only,0.39599186432730904,0.4351
Dhrs3,ASPEN_only,0.4250878840158164,0.4347
Dhrs7b,ASPEN_only,0.39605091120706415,0.3706
Dipk1a,ASPEN_only,0.3555799458099849,0.3159
Dipk2a,ASPEN_only,0.5767943836303613,0.5858
Dlc1,ASPEN_only,0.49080164290636463,0.4853
Dlst,ASPEN_only,0.4758785510917294,0.4596
Dmpk,ASPEN_only,0.46948402754516266,0.4571
Dmxl2,ASPEN_only,0.44952866394056473,0.4566
Dnai4,ASPEN_only,0.2957726865335805,0.2569
Dnaja1,ASPEN_only,0.41523185756578607,0.4655
Dnajb4,ASPEN_only,0.4718870806157711,0.4817
Dnajc11,ASPEN_only,0.4491800514671037,0.4471
Dnajc15,ASPEN_only,0.43943000428835927,0.4152
Dnajc25,ASPEN_only,0.42772768536446965,0.4563
Dnm1l,ASPEN_only,0.46239651767385875,0.4646
Dnm2,ASPEN_only,0.4366556589424429,0.4509
Doc2g,ASPEN_only,0.5972627965741986,0.6034
Dock1,ASPEN_only,0.4618290560935181,0.4517
Dock4,ASPEN_only,0.5419093430181424,0.5578
Dock5,ASPEN_only,0.646561947459372,0.6498
Dock7,ASPEN_only,0.4358887961068613,0.4237
Dock8,ASPEN_only,0.3690813701587621,0.2737
Dock9,ASPEN_only,0.39630847653276075,0.4611
Dok7,ASPEN_only,0.3879969673063169,0.3968
Dot1l,ASPEN_only,0.46695984438610383,0.456
Dpf3,ASPEN_only,0.49451121864785574,0.483
Dph6,ASPEN_only,0.45402225549134734,0.4628
Dsc2,ASPEN_only,0.4618563674920325,0.4344
Dtd1,ASPEN_only,0.38351504145327336,0.3877
Dtwd2,ASPEN_only,0.3893715981296275,0.3992
Dusp1,ASPEN_only,0.43600095733733796,0.4366
Dusp12,ASPEN_only,0.6348827920182797,0.5811
Dusp18,ASPEN_only,0.34263028706458176,0.3842
Dvl1,ASPEN_only,0.4467406174195796,0.429
Dync1i2,ASPEN_only,0.6164006574172163,0.5894
Dync1li2,ASPEN_only,0.5991404793519177,0.5974
Dyrk1a,ASPEN_only,0.48072230846167746,0.4864
E130307A14Rik,ASPEN_only,0.6654059600764116,0.6199
E330017L17Rik,ASPEN_only,0.24873925946835165,0.2333
Ebf2,ASPEN_only,0.6394998556101276,0.5962
Echs1,ASPEN_only,0.39524406984557126,0.3962
Eci2,ASPEN_only,0.3894679826107235,0.3811
Eef1g,ASPEN_only,0.6204612262791706,0.594
Eepd1,ASPEN_only,0.4130733153427883,0.4207
Efr3a,ASPEN_only,0.4440594279861925,0.4733
Egflam,ASPEN_only,0.731756768247477,0.7987
Egfr,ASPEN_only,0.31977245427890877,0.4061
Ehd1,ASPEN_only,0.724570377338164,0.7454
Ehmt1,ASPEN_only,0.4740532344865258,0.4719
Eif2ak3,ASPEN_only,0.44105455717113246,0.4079
Eif2s1,ASPEN_only,0.45138706783337623,0.4036
Eif4h,ASPEN_only,0.605827728552819,0.5985
Elf1,ASPEN_only,0.4770086288919704,0.4799
Elmod3,ASPEN_only,0.6562099801141653,0.678
Elovl5,ASPEN_only,0.3195586408264288,0.285
Elp4,ASPEN_only,0.45910722161720446,0.4562
Emcn,ASPEN_only,0.4110086332574922,0.3999
Eml1,ASPEN_only,0.5707951474826315,0.5424
Eml4,ASPEN_only,0.4225280209400226,0.4136
Eno1,ASPEN_only,0.6229095309354137,0.6091
Enox1,ASPEN_only,0.30423425924438124,0.3092
Enpp1,ASPEN_only,0.32432689139415605,0.3541
Entpd1,ASPEN_only,0.6707582480066506,0.581
Entpd5,ASPEN_only,0.6079516850360296,0.6386
Entpd6,ASPEN_only,0.411349460851398,0.4118
Epb41,ASPEN_only,0.47970226942319955,0.4836
Epc1,ASPEN_only,0.4592204236518887,0.4701
Epc2,ASPEN_only,0.4829279083414412,0.4761
Epm2aip1,ASPEN_only,0.448874938169953,0.4742
Eprs1,ASPEN_only,0.45906595225138175,0.447
Eps15,ASPEN_only,0.45710774765613943,0.4547
Ercc6,ASPEN_only,0.5686453142271144,0.5861
Ern1,ASPEN_only,0.46846475662430126,0.4551
Ero1a,ASPEN_only,0.391836648391214,0.3954
Erp44,ASPEN_only,0.46478442608399356,0.4539
Esrrb,ASPEN_only,0.45646765722875937,0.4676
Etf1,ASPEN_only,0.4599350335401063,0.4622
Etfdh,ASPEN_only,0.4606018932591301,0.4669
Etfrf1,ASPEN_only,0.41218270417876335,0.4051
Eva1c,ASPEN_only,0.3603085725297251,0.37
Evl,ASPEN_only,0.40556278859531286,0.3439
Ewsr1,ASPEN_only,0.4712807312841324,0.4742
Exd2,ASPEN_only,0.4878100696299062,0.4561
Exoc6,ASPEN_only,0.46594022670283464,0.4774
Ezr,ASPEN_only,0.5408604044748975,0.6017
Fam120a,ASPEN_only,0.4223827925142265,0.4297
Fam120b,ASPEN_only,0.4656832293385664,0.4697
Fam151b,ASPEN_only,0.3176893350800414,0.348
Fam204a,ASPEN_only,0.43011378971670255,0.4195
Fam20b,ASPEN_only,0.5808567764896474,0.6236
Fam227b,ASPEN_only,8.526116447470222e-5,0.1688
Fam228b,ASPEN_only,0.34616932357002705,0.3196
Fance,ASPEN_only,0.5717193881181741,0.605
Fancl,ASPEN_only,0.36420013504724086,0.3693
Fancm,ASPEN_only,0.3655246490086659,0.4019
Fastk,ASPEN_only,0.6253940263382299,0.6354
Fbxl2,ASPEN_only,0.3606759601770678,0.3726
Fbxl4,ASPEN_only,0.3264490179474379,0.3212
Fbxo3,ASPEN_only,0.43242732968309705,0.4634
Fbxo30,ASPEN_only,0.4228178757610205,0.4137
Fbxo4,ASPEN_only,0.4257237314587097,0.4082
Fbxo40,ASPEN_only,0.43672900556551997,0.447
Fbxo42,ASPEN_only,0.409085626596276,0.3986
Fbxo9,ASPEN_only,0.6026204497944225,0.5762
Fbxw2,ASPEN_only,0.4772946604632558,0.433
Fbxw4,ASPEN_only,0.46385781849479685,0.4737
Fbxw7,ASPEN_only,0.48255245804961777,0.4863
Fcho2,ASPEN_only,0.5571435048018106,0.5309
Fech,ASPEN_only,0.5445464176887423,0.5713
Fem1a,ASPEN_only,0.3674026986360293,0.3471
Fgd4,ASPEN_only,0.4456905232765463,0.4394
Fgd6,ASPEN_only,0.41887895049802876,0.4009
Fgf7,ASPEN_only,0.45010946951430825,0.3041
Fgfr1,ASPEN_only,0.3915067420375465,0.3532
Fggy,ASPEN_only,0.4160213724950388,0.3995
Fhip1a,ASPEN_only,0.47098031155478703,0.4773
Fitm2,ASPEN_only,0.4151721424824317,0.4232
