gene,bb_mu,padj_mean,padj_intercept,glm_mu,asp_sig,glm_sig,group,p_sex,padj_sex
Abhd12,0.4264,0.00460681175954399,0.425121213443273,0.413514926167493,TRUE,FALSE,ASPEN_only,0.538547381316431,0.999993910040895
Abhd13,0.3406,0.00081719663037607,0.120149087622118,0.323241123543174,TRUE,FALSE,ASPEN_only,0.45619413054117,0.999993910040895
Abhd18,0.4684,0.00143284643388684,0.364599562229142,0.465468548424427,TRUE,FALSE,ASPEN_only,0.200512599343022,0.999993910040895
Abhd2,0.1955,5.92473408211165e-20,1.49250570726748e-06,0.21527031271702,TRUE,TRUE,Overlap,0.284537088136281,0.999993910040895
Abhd6,0.2678,8.44255859216754e-16,5.82321383940589e-05,0.268824914916761,TRUE,TRUE,Overlap,0.450003950723667,0.999993910040895
Abi3bp,0.6824,0.0254225699840024,0.381596327618378,0.714237211355901,TRUE,FALSE,ASPEN_only,0.514666379834902,0.999993910040895
Ablim1,0.4836,0.0116965000882079,0.102088302602846,0.486477108718452,TRUE,FALSE,ASPEN_only,0.920095109088352,0.999993910040895
Abra,0.3807,8.25673445367788e-45,3.6711162223794e-12,0.382747295240467,TRUE,TRUE,Overlap,0.0270579268429639,0.786202618917635
Abraxas2,0.4479,0.0374418901546184,0.69696053814029,0.431346656976755,TRUE,FALSE,ASPEN_only,0.911360434946657,0.999993910040895
Abtb2,0.4709,8.50386625138385e-05,0.184224297877943,0.470816186044562,TRUE,FALSE,ASPEN_only,0.348102778439163,0.999993910040895
Acaa2,0.4227,0.0478124164757507,0.105528955819089,0.389342500323207,TRUE,FALSE,ASPEN_only,0.343673701271081,0.999993910040895
Acacb,0.4783,5.51719605108288e-06,0.29472842027487,0.478934847492401,TRUE,FALSE,ASPEN_only,0.751511715331383,0.999993910040895
Acad11,0.6187,0.00966080168347861,0.134288686716307,0.617274291974706,TRUE,FALSE,ASPEN_only,0.957248324242225,0.999993910040895
Acad12,0.3312,0.000266193696743411,0.104832373574954,0.31966387004657,TRUE,FALSE,ASPEN_only,0.304245852677514,0.999993910040895
Acadl,0.4504,2.40563495060042e-10,0.0292715542542124,0.437441074203082,TRUE,TRUE,Overlap,0.342388941442344,0.999993910040895
Acadsb,0.4484,0.00243542303667293,0.948476668776331,0.485244138913882,TRUE,FALSE,ASPEN_only,0.749279905144827,0.999993910040895
Acadvl,0.4297,0.0545880863451718,0.240475475482462,0.359514734752836,TRUE,FALSE,ASPEN_only,0.595234339311078,0.999993910040895
Acbd6,0.4325,0.0182718884625126,0.525558492229684,0.426590582023431,TRUE,FALSE,ASPEN_only,0.849362226966825,0.999993910040895
Aco2,0.4867,0.00938142352269976,0.847012539950523,0.492234996153823,TRUE,FALSE,ASPEN_only,0.856712336883871,0.999993910040895
Acot11,0.4629,0.0108621645037288,0.531543141554604,0.437834954875802,TRUE,FALSE,ASPEN_only,0.772047789939522,0.999993910040895
Acot13,0.4532,0.000362463286985691,0.656014522616173,0.465226028325907,TRUE,FALSE,ASPEN_only,0.882023043634629,0.999993910040895
Acot9,0.346,0.0769892890667539,0.00319987366553957,0.345714644914901,TRUE,TRUE,Overlap,4.52468588814352e-06,0.000616410354162226
Acsl1,0.4882,0.0672286998938792,0.94012788762913,0.493725182749131,TRUE,FALSE,ASPEN_only,0.598913763113323,0.999993910040895
Acsl4,0.3465,0.0142750616224655,0.470561195024175,0.411025918969882,TRUE,FALSE,ASPEN_only,0.00100194945913231,0.0574793570059495
Acsl6,0.2766,3.06182453272276e-08,0.0984064676958136,0.278252467519637,TRUE,TRUE,Overlap,0.288737719631114,0.999993910040895
Acsm5,0.129,4.45090024585982e-89,1.62499341262642e-33,0.120778925601509,TRUE,TRUE,Overlap,0.0756347692282536,0.999993910040895
Acss1,0.5618,0.00341015831640393,0.00033630376097592,0.564916175114718,TRUE,TRUE,Overlap,0.194458195391201,0.999993910040895
Acss3,0.2401,0.00169923585707319,0.371766515075283,0.134793713134598,TRUE,FALSE,ASPEN_only,0.251999288227777,0.999993910040895
Actc1,0.3988,1.53503442426738e-40,1.9189375053752e-08,0.402780627728116,TRUE,TRUE,Overlap,0.844528166528065,0.999993910040895
Actc1dt,0.4209,3.6387852697149e-09,0.0827828440623422,0.437080023684509,TRUE,TRUE,Overlap,0.450449281549679,0.999993910040895
Actg1,0.1852,2.36938098207235e-16,3.27756903196324e-06,0.176162262105469,TRUE,TRUE,Overlap,0.0804759633968103,0.999993910040895
Actl6a,0.6272,0.00540826193913665,0.419839758950286,0.643509191499599,TRUE,FALSE,ASPEN_only,0.943803665316329,0.999993910040895
Actn2,0.5117,0.00522079975374956,0.138128503334978,0.51322086274277,TRUE,FALSE,ASPEN_only,0.857654600335942,0.999993910040895
Acyp2,0.4357,6.84963890470131e-40,4.5780641068239e-22,0.426829395499943,TRUE,TRUE,Overlap,0.673120557494042,0.999993910040895
Adam10,0.4545,0.0190642272219813,0.606064033523995,0.450892585978393,TRUE,FALSE,ASPEN_only,0.812116549569101,0.999993910040895
Adam17,0.4113,7.57284393546959e-06,0.0634110087370046,0.392937766061536,TRUE,TRUE,Overlap,0.926038894240251,0.999993910040895
Adam19,0.2573,5.81381328051519e-61,3.10289742016997e-16,0.286485306726485,TRUE,TRUE,Overlap,0.53291650571134,0.999993910040895
Adam22,0.8382,1.81240008853724e-71,1.08536103199542e-18,0.822200472519637,TRUE,TRUE,Overlap,0.767873772930594,0.999993910040895
Adamts17,0.3838,0.0929775879730285,0.907564326270236,0.460321942508101,TRUE,FALSE,ASPEN_only,0.674321642206542,0.999993910040895
Adamts3,0.6368,0.0126397974100018,0.469909665226826,0.577827182981941,TRUE,FALSE,ASPEN_only,0.766896083536395,0.999993910040895
Adamtsl4,0.4298,0.0688897461676449,0.682412296357555,0.446851480742625,TRUE,FALSE,ASPEN_only,0.648924154496507,0.999993910040895
Adamtsl5,0.4295,4.6825759366881e-10,0.0228678215005311,0.434671539555063,TRUE,TRUE,Overlap,0.721649460685685,0.999993910040895
Adarb1,0.4659,0.00860933361533766,0.489303702687672,0.454566173647498,TRUE,FALSE,ASPEN_only,0.658610193204035,0.999993910040895
Adck1,0.5715,0.102308105968588,0.0791099454377854,0.587162317503833,FALSE,TRUE,GLM_only,0.991830527852751,0.999993910040895
Adcy5,0.3931,4.62889038260644e-07,0.0181525944343654,0.373079297886683,TRUE,TRUE,Overlap,0.938304775927991,0.999993910040895
Adcy6,0.4399,7.12365468226952e-08,0.0813898064508317,0.42787859823274,TRUE,TRUE,Overlap,0.351247190428742,0.999993910040895
Adcy8,0.21,7.78651874704916e-50,4.99926056259192e-16,0.217521155638903,TRUE,TRUE,Overlap,0.787034757231386,0.999993910040895
Adcy9,0.5481,0.0164583009964498,0.422425853514243,0.546164812791304,TRUE,FALSE,ASPEN_only,0.313811126757699,0.999993910040895
Adgrl2,0.5774,0.000781807151125702,0.190225081823548,0.567897510852582,TRUE,FALSE,ASPEN_only,0.53326979323796,0.999993910040895
Adhfe1,0.5812,0.004473960922436,0.161420832958902,0.594705005154801,TRUE,FALSE,ASPEN_only,0.862038459318782,0.999993910040895
Adk,0.4872,0.0679279555749481,0.460034541078127,0.489265285156595,TRUE,FALSE,ASPEN_only,0.88496370299574,0.999993910040895
Adprhl1,0.4926,0.0906506704045666,0.977746877088481,0.497665864820568,TRUE,FALSE,ASPEN_only,0.0497818780611533,0.999993910040895
Adprm,0.6172,0.0218154110963465,0.454251703369066,0.617349681856958,TRUE,FALSE,ASPEN_only,0.72005979273835,0.999993910040895
Adra1a,0.3469,2.40920170472941e-101,1.96233055903862e-37,0.336224695948019,TRUE,TRUE,Overlap,0.080011075520341,0.999993910040895
Adss1,0.3367,1.8487242544583e-09,0.0181525944343654,0.352216492154748,TRUE,TRUE,Overlap,0.327842502657106,0.999993910040895
Aebp2,0.454,0.00595451298350786,0.532448892902896,0.446244882085379,TRUE,FALSE,ASPEN_only,0.448021308282721,0.999993910040895
Afap1,0.4684,0.0719076937493418,0.572029776537365,0.438391483512184,TRUE,FALSE,ASPEN_only,0.664904738742233,0.999993910040895
Afap1l1,0.5513,0.087181473474982,0.597723116260097,0.582678495907801,TRUE,FALSE,ASPEN_only,0.606556428513791,0.999993910040895
Afg3l2,0.4219,1.63133975277316e-16,0.00559699101784355,0.422999991035599,TRUE,TRUE,Overlap,0.37793269250045,0.999993910040895
Agap1,0.4218,2.36928244640194e-10,0.103282187532001,0.440150558136339,TRUE,FALSE,ASPEN_only,0.834763469035301,0.999993910040895
Agbl3,0.1644,5.95893174309641e-20,0.00526277605840355,0.155836678311627,TRUE,TRUE,Overlap,0.675951689095828,0.999993910040895
Ago4,0.3933,2.47140013413235e-05,0.211561680709914,0.345730569401364,TRUE,FALSE,ASPEN_only,0.934949194128056,0.999993910040895
Agpat3,0.6463,0.000464911559264325,0.125687352451243,0.629356954258408,TRUE,FALSE,ASPEN_only,0.959675033076014,0.999993910040895
Agtpbp1,0.5994,2.08321619333344e-14,3.49498045169392e-05,0.598230815915921,TRUE,TRUE,Overlap,0.73908966127388,0.999993910040895
Agtr1a,0.594,0.0693470275091634,0.0420824197402964,0.602148989995681,TRUE,TRUE,Overlap,0.504236811123528,0.999993910040895
Ahcyl2,0.5565,0.0418444749173858,0.448922852413088,0.590135931620196,TRUE,FALSE,ASPEN_only,0.800978969604422,0.999993910040895
Ahsa2,0.4675,0.0784052143755711,0.665780537040621,0.433805051000871,TRUE,FALSE,ASPEN_only,0.241666947069436,0.999993910040895
Aida,0.6337,0.000892023031937089,0.175289926633963,0.637634261626367,TRUE,FALSE,ASPEN_only,0.823483691528213,0.999993910040895
Aifm1,0.356,0.000309712176247906,0.225633063537737,0.380506546514505,TRUE,FALSE,ASPEN_only,0.0856738713727201,0.999993910040895
Aig1,0.3557,1.68853520463377e-54,5.60779483008412e-17,0.359958790668174,TRUE,TRUE,Overlap,0.415786832973843,0.999993910040895
Airn,0.3285,2.96671588180626e-100,1.14033824480575e-10,0.439089405342803,TRUE,TRUE,Overlap,2.48915495387208e-20,2.08840100629868e-17
Ak3,0.4327,0.000820043446204158,0.537181955504015,0.421271412819058,TRUE,FALSE,ASPEN_only,0.641096871362129,0.999993910040895
Akap13,0.4794,0.000504939833909699,0.689226624204763,0.478938970373319,TRUE,FALSE,ASPEN_only,0.877452779113245,0.999993910040895
Akap6,0.5119,0.0136656814031734,0.155217251917155,0.515075001661749,TRUE,FALSE,ASPEN_only,0.711134494632975,0.999993910040895
Akap7,0.4525,0.0136081989328554,0.423829737808589,0.398603820756497,TRUE,FALSE,ASPEN_only,0.151079550286991,0.999993910040895
Akr1b1,0.3975,0.00408536494828623,0.855028777240972,0.454919268208716,TRUE,FALSE,ASPEN_only,0.922237753965723,0.999993910040895
Akt2,0.3937,7.08198352689552e-05,0.0754298370338672,0.354302610368496,TRUE,TRUE,Overlap,0.588533571590766,0.999993910040895
Akt3,0.3922,6.35949345237642e-05,0.433489480133718,0.341792557512277,TRUE,FALSE,ASPEN_only,0.548930915224909,0.999993910040895
Aldh2,0.7039,1.49212259383755e-09,0.145504993856784,0.688039846378528,TRUE,FALSE,ASPEN_only,0.435789831918022,0.999993910040895
Aldh4a1,0.6129,0.0710260398688615,0.745578942948458,0.593099603574411,TRUE,FALSE,ASPEN_only,0.511925590422479,0.999993910040895
Aldh6a1,0.5897,3.28111647136008e-08,0.406770129921703,0.574024969470981,TRUE,FALSE,ASPEN_only,0.157361871834432,0.999993910040895
Aldh9a1,0.5772,0.0210120353681416,0.371651666017585,0.567742416672374,TRUE,FALSE,ASPEN_only,0.482784928121048,0.999993910040895
Alg13,0.3439,0.0216397377493857,0.251886531348159,0.377468462223471,TRUE,FALSE,ASPEN_only,0.158662512606175,0.999993910040895
Alg14,0.6575,0.0552067549020507,0.287459076696327,0.701495364059999,TRUE,FALSE,ASPEN_only,0.392784736430481,0.999993910040895
Alpk3,0.4767,0.000521956067214911,0.762769978914912,0.485648714797198,TRUE,FALSE,ASPEN_only,0.999002262306204,0.999993910040895
Alpl,0.3072,7.8036833057677e-15,2.29640324940808e-05,0.303903347857533,TRUE,TRUE,Overlap,0.469785199356809,0.999993910040895
Amd1,0.4447,2.73123759224978e-07,0.127981725887266,0.455203155352319,TRUE,FALSE,ASPEN_only,0.279339493105444,0.999993910040895
Ammecr1,0.3967,5.78359550708436e-11,0.00229711920701835,0.40117094726241,TRUE,TRUE,Overlap,5.40528934587406e-05,0.00510990170274742
Amn1,0.3501,1.81053547583179e-07,0.0113275678506369,0.355949022576541,TRUE,TRUE,Overlap,0.972828255969975,0.999993910040895
Ampd3,0.7,0.000991232520874109,0.0525440177587444,0.682352489714539,TRUE,TRUE,Overlap,0.667070652433133,0.999993910040895
Amy1,0.7267,5.50555301795464e-15,4.22926885824803e-05,0.748114892160413,TRUE,TRUE,Overlap,0.639333241023891,0.999993910040895
Angel2,0.3869,1.3495563329765e-05,0.518029464747601,0.417704452509176,TRUE,FALSE,ASPEN_only,0.666229542003963,0.999993910040895
Angpt1,0.4467,1.32369507010265e-06,0.248503119215963,0.466190873442012,TRUE,FALSE,ASPEN_only,0.704830184439554,0.999993910040895
Ank,0.4866,0.000673306939183445,0.782738036988522,0.491784544924123,TRUE,FALSE,ASPEN_only,0.013584858177874,0.474904000468179
Ank3,0.5508,3.69179490348011e-08,1.87952590767234e-05,0.554822711146349,TRUE,TRUE,Overlap,0.0765448474932709,0.999993910040895
Ankib1,0.4597,0.00409637195262122,0.469909665226826,0.448884605873472,TRUE,FALSE,ASPEN_only,0.564510195151196,0.999993910040895
Ankra2,0.1833,4.01842481875643e-43,7.36096906632548e-13,0.165593968203307,TRUE,TRUE,Overlap,0.507226396896162,0.999993910040895
Ankrd1,0.4488,1.32017084891447e-05,0.138128503334978,0.450249490906986,TRUE,FALSE,ASPEN_only,0.498025575167759,0.999993910040895
