"","AR","bb_mu","bb_theta","thetaCorrected","theta_common","phi_raw","phi_shrunk","tot_gene_mean","N"
"Cyth3",0.538333333333333,0.544159544159549,1.61491075155744,1.61588080905612,1.48124784425175,1.61491075155744,1.61588080905612,1.17,600
"Lima1",0.655,0.653179190751273,1.49373703922173,1.49744741578305,1.46377209733246,1.49373703922173,1.49744741578305,1.15333333333333,600
"Ube2k",0.470555555555556,0.462526766778528,2.13872803393934,2.14310552580253,2.06469095582593,2.13872803393934,2.14310552580253,1.55666666666667,600
"Gm56984",0.538333333333333,0.538374717832955,2.04128678229781,2.04467332105956,1.9442676725605,2.04128678229781,2.04467332105956,1.47666666666667,600
"Mdm1",0.215,0.213256484154342,1.20104193670375,1.21275967733952,1.46778009479035,1.20104193670375,1.21275967733952,1.15666666666667,600
"Bik",0.703333333333333,0.700617283949651,1.32271313512779,1.32967313325898,1.41852758762983,1.32271313512779,1.32967313325898,1.08,600
"Nr6a1",0.47,0.481808158765165,2.09412823865932,2.09768020411929,1.99718690404518,2.09412823865932,2.09768020411929,1.51166666666667,600
"Cyp27a1",0.556666666666667,0.571241830065354,1.7459953107947,1.74841026820079,1.64697210982596,1.7459953107947,1.74841026820079,1.275,600
"Stxbp3",0.415,0.407246376811592,1.55951319140655,1.56132603387279,1.45960585429766,1.55951319140655,1.56132603387279,1.15,600
"Arl5a",0.531666666666667,0.53463855406867,1.53258825652902,1.53378605506041,1.41496871443434,1.53258825652902,1.53378605506041,1.10666666666667,600
"2310069G16Rik",0.473333333333332,0.474269819197631,1.48662213138896,1.49230564345946,1.52308833149297,1.48662213138896,1.49230564345946,1.19833333333333,600
"Atp5mk",0.575,0.57754800590842,1.53946150131355,1.54099335772778,1.43225880355475,1.53946150131355,1.54099335772778,1.12833333333333,600
"Gm16793",0.636666666666667,0.633284241531615,1.47607718796079,1.47943485426519,1.43618286058165,1.47607718796079,1.47943485426519,1.13166666666667,600
"Wipi2",0.545,0.541284403669727,1.50108756982813,1.50313025517198,1.41483772024289,1.50108756982813,1.50313025517198,1.09,600
"Cnep1r1",0.671666666666667,0.668161434977107,1.4207903058193,1.42513581196016,1.41947009978733,1.4207903058193,1.42513581196016,1.115,600
"Dync2h1",0.555,0.554216867469876,1.52388771804212,1.52531996222136,1.41496871443434,1.52388771804212,1.52531996222136,1.10666666666667,600
"Txnrd1",0.558333333333333,0.558940397350982,1.70172582914521,1.70475881058624,1.62783065766486,1.70172582914521,1.70475881058624,1.25833333333333,600
"Ctsd",0.5525,0.553488371750124,1.47819646711015,1.48105585218591,1.42149295798511,1.47819646711015,1.48105585218591,1.075,600
"Oser1",0.546666666666667,0.548742138364785,1.45898131334743,1.46277425629615,1.43533742272592,1.45898131334743,1.46277425629615,1.06,600
"Leprotl1",0.451666666666667,0.445945945945942,1.52795970668354,1.52932426585083,1.41636850447293,1.52795970668354,1.52932426585083,1.11,600
"Nmt2",0.455,0.444279347175403,1.54268777524045,1.54391990801682,1.42517354865519,1.54268777524045,1.54391990801682,1.12166666666667,600
"H3f3a",0.488333333333333,0.492492492493559,1.54078271505769,1.54180174405921,1.41636850447293,1.54078271505769,1.54180174405921,1.11,600
"Gm19689",0.648333333333333,0.65306122448971,1.48010272045672,1.48379706686161,1.45100520720091,1.48010272045672,1.48379706686161,1.14333333333333,600
"Calcoco1",0.418333333333333,0.418641390205368,1.43504555008122,1.43967595605695,1.44174671910955,1.43504555008122,1.43967595605695,1.055,600
"Parn",0.488333333333333,0.481146304678731,1.53450778252315,1.53563952218831,1.41449139490526,1.53450778252315,1.53563952218831,1.105,600
"Wdr36",0.508333333333334,0.500717360114775,1.61579312349866,1.6165032188677,1.47338351648558,1.61579312349866,1.6165032188677,1.16166666666667,600
"Creb5",0.496666666666667,0.505583756420435,2.28151956588375,2.28542425844022,2.17706500424863,2.28151956588375,2.28542425844022,1.64166666666667,600
"Hat1",0.523333333333333,0.52805755356527,1.60326917327342,1.60420637747626,1.46970873823988,1.60326917327342,1.60420637747626,1.15833333333333,600
"Prrc1",0.538333333333333,0.527932960853308,1.65586572767494,1.65671108095228,1.51384160374169,1.65586572767494,1.65671108095228,1.19333333333333,600
"Ercc6",0.593333333333333,0.589999999999997,1.58460879563789,1.58630819131147,1.47834493855155,1.58460879563789,1.58630819131147,1.16666666666667,600
"Aida",0.67,0.670072992697516,1.44727458471569,1.45178840778557,1.44883709734202,1.44727458471569,1.45178840778557,1.14166666666667,600
"Smco2",0.0254166666666667,0.0253731343517876,0.247313234921696,0.283317583361219,1.42074214269633,0.247313234921696,0.283317583361219,1.11666666666667,600
"Sergef",0.386666666666667,0.380517503805309,1.25948679957131,1.26801582965688,1.41404339301214,1.25948679957131,1.26801582965688,1.095,600
"Phf12",0.496666666666667,0.498529411764741,1.57629054858398,1.57700893509303,1.43821666281039,1.57629054858398,1.57700893509303,1.13333333333333,600
"Fbxo42",0.469166666666667,0.472409152124971,1.71389107340528,1.71575796409245,1.5999180962008,1.71389107340528,1.71575796409245,1.23833333333333,600
"Ube2h",0.468244708994709,0.464467005329249,2.37991780843703,2.38840544752068,2.41795036322402,2.37991780843703,2.38840544752068,1.97,600
"Blmh",0.485,0.471365638766548,1.57484277131443,1.57566241950381,1.4402894060354,1.57484277131443,1.57566241950381,1.135,600
"Mlh1",0.735,0.734567901232588,1.2518733122747,1.26074216790791,1.41852758762983,1.2518733122747,1.26074216790791,1.08,600
"Gmnn",0.473333333333333,0.471004243286419,1.63486339677766,1.63556936452579,1.49035651410303,1.63486339677766,1.63556936452579,1.17833333333333,600
"Gnpat",0.383333333333334,0.387942332899497,1.63154062733579,1.63692978904399,1.6433126131464,1.63154062733579,1.63692978904399,1.27166666666667,600
"Ube3c",0.491666666666667,0.493251533770011,1.88239014990543,1.8843792190992,1.75516885815298,1.88239014990543,1.8843792190992,1.35833333333333,600
"Enox1",0.303333333333333,0.304597701151378,1.42980051530632,1.43546818301437,1.471578655793,1.42980051530632,1.43546818301437,1.16,600
"Prdm15",0.418333333333333,0.416000000000003,1.41890414181325,1.42463071602291,1.4637635176,1.41890414181325,1.42463071602291,1.04166666666667,600
"Gabrb3",0.218333333333333,0.213496932551784,1.40061451786976,1.41558556517228,1.75516885815298,1.40061451786976,1.41558556517228,1.35833333333333,600
"Ddx47",0.576666666666667,0.580952380952384,1.43157712887386,1.4365228374228,1.44913344742417,1.43157712887386,1.4365228374228,1.05,600
"Vti1a",0.543916666666667,0.540886699337738,2.2758321563651,2.28140998389358,2.22767284670241,2.2758321563651,2.28140998389358,1.69166666666667,600
"Gphn",0.563732142857143,0.57700810611644,2.42052628060268,2.43128492695638,2.53000378709225,2.42052628060268,2.43128492695638,2.26166666666667,600
"Ces1d",0.464097222222222,0.461032863968017,2.40780683319921,2.41195243509491,2.29839544010895,2.40780683319921,2.41195243509491,1.775,600
"Gm48678",0.473333333333333,0.466101695016155,1.63136787961419,1.63223433853348,1.49256414011211,1.63136787961419,1.63223433853348,1.18,600
