"","AR","bb_mu","bb_theta","thetaCorrected","theta_common","tot_gene_mean","N","phi"
"Arhgap26",0.481466436905643,0.486486840603926,0.160330497116203,0.17829998526606,0.179331822502299,5.34233333333333,3000,6.2371165685043
"Mir99ahg",0.71692122546802,0.714362496565385,0.232802490447329,0.207986198842838,0.18263880990651,5.18766666666667,3000,4.29548669379998
"Synpo2",0.360822338037699,0.368033007572221,0.445361754734776,0.294758614951355,0.1918848401562,4.87866666666667,3000,2.245365681648
"Pam",0.422910317634545,0.423174954051938,0.478686003986253,0.312532346712151,0.199703188566332,4.68666666666667,3000,2.08905209609746
"Camk2d_rep1",0.474805261108326,0.474640719634666,0.239147708771651,0.243966192769312,0.233912027335439,4.07033333333333,3000,4.18151612297003
"Ifrd1",0.622785758523182,0.623993162046923,0.321662285419092,0.276192317850859,0.235273607921139,4.052,3000,3.10885063412736
"Camk2d",0.476994556795409,0.472604019590903,0.234817586828252,0.244528423758597,0.237282212193578,4.02566666666667,3000,4.25862480535331
"Msrb3",0.49405487797399,0.490368771918048,0.262523589840386,0.257720773359299,0.241361845736679,3.97466666666667,3000,3.80918149339645
"Ifrd1_rep1",0.486317731590925,0.483913416959296,0.295310145071896,0.276256841772382,0.250656398858652,3.86966666666667,3000,3.38627038958158
"Sptbn1",0.494756281463634,0.495175830682259,0.175052805656399,0.242903151975557,0.269463453503289,3.69533333333333,3000,5.71256196808887
"Gm35330",0.800169228157463,0.803286139314612,0.296661559563597,0.296171012900568,0.280288155823248,3.61266666666667,3000,3.37084454578829
"Sptbn1_rep1",0.395746955250632,0.392370821341846,0.17403677350456,0.249941377210468,0.280802468160144,3.609,3000,5.74591208434349
"Gm35330_rep1",0.810262490098481,0.805163611253923,0.331731767198617,0.313112039137111,0.285822029466883,3.57433333333333,3000,3.01448368495041
"Ghr",0.524003619916662,0.525538101192029,0.482075558685407,0.373825730945271,0.291352675692875,3.53833333333333,3000,2.07436361786718
"Ghr_rep1",0.516739058702449,0.519366331732759,0.443632871279901,0.360273136753185,0.292950105525356,3.52833333333333,3000,2.25411610531689
"Gm20619_rep1",0.542705820134335,0.538683180201732,0.640164080056371,0.447709192408158,0.312506006772031,3.41833333333333,3000,1.56209951659884
"Cdh13_rep1",0.521241759592031,0.520017467739613,0.467939512093762,0.394832893153129,0.33163652179483,3.32866666666667,3000,2.13702834267098
"Gm20619",0.4020125317324,0.401050891784817,0.728894026299782,0.494488693642059,0.332490529502098,3.325,3000,1.37194154968793
"Cdh13",0.520650459717442,0.523587396191751,0.445032375472212,0.391964265927585,0.340541311052848,3.29166666666667,3000,2.24702753128674
"Gm20619_rep2",0.450845477207977,0.450238776634661,0.682466931442254,0.483668340978376,0.342891959217799,3.28233333333333,3000,1.46527246072818
"Resf1_rep2",0.265365181148116,0.268943824407494,1.02538032219926,0.640654942096724,0.383773061353494,3.14333333333333,3000,0.975247894220537
"Resf1_rep1",0.312399463434344,0.313286889178927,0.952091499518137,0.629773801325995,0.409661449504717,3.07133333333333,3000,1.05031921879999
"Resf1",0.558616332624914,0.558913990639083,0.993063641441538,0.655489589269561,0.425174187308283,3.02666666666667,3000,1.00698480768905
"Resf1_rep3",0.314266903930898,0.314414271445387,0.98001212687688,0.662099373386485,0.442839409363701,2.97266666666667,3000,1.02039553651935
"Slc25a13",0.35396022262338,0.352771858383276,0.468228263006397,0.471337507405039,0.448317093766253,2.95533333333333,3000,2.13571046219894
"Adra1a",0.34525275039775,0.343121376394323,0.839982357093718,0.61571442944786,0.453211404795674,2.93966666666667,3000,1.19050119512026
"Pdzrn4",0.723844410725443,0.723720613754547,2.43758454014511,1.24286759176001,0.484474068530633,2.839,3000,0.41024218177084
"Pdzrn4_rep1",0.600440115734035,0.599869220954739,2.34370010427482,1.23668909865697,0.529490422869342,2.714,3000,0.426675750099613
"Tecrl",0.382101708699985,0.381149134987441,0.502236483327592,0.537491670618599,0.529631784594804,2.71366666666667,3000,1.99109390336292
"Serpine1_rep1",0.404018734968735,0.404665715351903,11.500275222387,4.72001522365075,0.5388769559381,2.69266666666667,3000,0.0869544407122839
"Tecrl_rep1",0.399630132114188,0.398155715825868,0.542807006757808,0.559552060485395,0.539794449795164,2.69066666666667,3000,1.84227540829476
"Rapgef2_rep1",0.525185242736566,0.526688983546577,1.47478955568253,0.93784617999352,0.577025789947569,2.62066666666667,3000,0.678062843710066
"Serpine1",0.416037481962481,0.416267616811724,18.4664089076771,7.39049438867474,0.577231263183164,2.62033333333333,3000,0.0541523804113461
"Serpine1_rep3",0.386246464646466,0.383563996969725,15.0695980856067,6.11528813629691,0.599716523852246,2.58666666666667,3000,0.0663587704409396
"Pdlim3_rep4",0.176211822034462,0.176482075818001,0.442207436998734,0.568289135833237,0.611486626670032,2.571,3000,2.26138213953843
"Serpine1_rep2",0.417572515447515,0.417090161178011,15.3855469359412,6.25204742076843,0.625343204474396,2.554,3000,0.0649960644339501
"Atp1a1_rep1",0.424441993897915,0.423991959837345,1.20384171934544,0.873880298060457,0.636478311350651,2.54133333333333,3000,0.830673986397256
"Pdlim3_rep2",0.17899317696837,0.17566332049049,0.511019993985607,0.641073055617155,0.682740650434282,2.496,3000,1.9568705956115
"Pdlim3",0.17152819384348,0.170439034188617,0.426307282964196,0.614382932600604,0.691109308272756,2.48833333333333,3000,2.34572581788143
"Ppm1l_rep1",0.593487008362009,0.595611633736718,1.76841345921234,1.12807911851157,0.697273033996846,2.48266666666667,3000,0.565478618583577
"Rapgef2",0.328005589176621,0.32576571258399,1.36808714210782,0.983154550608557,0.70811417454027,2.47266666666667,3000,0.730947590413939
"Pdlim3_rep3",0.0799184714250894,0.0808660651095388,0.449674606900235,0.647829485112287,0.72864029492603,2.45366666666667,3000,2.22383026449581
"Cradd",0.254764333814334,0.254474866715979,0.557165575889732,0.70304864189128,0.750633591699238,2.43333333333333,3000,1.79479860794183
"Ppm1l_rep2",0.60354747012247,0.603216097830902,1.61049273139906,1.10755446783365,0.757519072993133,2.427,3000,0.620927980923753
"Pdlim3_rep1",0.16809187106037,0.168814796023385,0.523837510752707,0.699188357761781,0.764067928851589,2.421,3000,1.90898891254101
"Ppm1l_rep3",0.574175608650609,0.575794993717018,1.88185562782974,1.21871983210351,0.76991515942485,2.41566666666667,3000,0.531390392127613
"Atp1a1",0.343884829059828,0.34315033250807,1.27965637343156,0.998724845498953,0.783185050768428,2.40366666666667,3000,0.781459789332641
"Ppm1l",0.719512751137749,0.71623436550417,1.82142642994639,1.20616390769179,0.785787012312358,2.40133333333333,3000,0.549020253334872
"Ppp2r3a_rep1",0.438159283309282,0.439619356654906,0.713419597981203,0.810718486156249,0.824454001026879,2.36766666666667,3000,1.4016996488879
"Ppp2r3a",0.497034090446591,0.497149544538467,0.750649815639782,0.82955512591134,0.831630302570847,2.36166666666667,3000,1.33217910557627
"Gphn_rep1",0.542140608465609,0.542771866135365,1.15217252103294,1.01196846612255,0.877353108392067,2.32566666666667,3000,0.867925576894927
"Gphn",0.522273134273134,0.522900616418039,1.07717991769145,0.990346539009087,0.88782492831884,2.318,3000,0.928350021733738
"Pakap",0.47794805235614,0.478018695902758,1.2159093536704,1.04454585518679,0.890142277693129,2.31633333333333,3000,0.822429728812725
"Mb",0.272505384673805,0.270813853549508,0.720305696723099,0.871118744728965,0.91271139201664,2.30066666666667,3000,1.38829944640077
"Art1_rep2",0.370870154845155,0.368150408483183,0.483633337267127,0.799179176490462,0.940105659944832,2.283,3000,2.06768211151595
"Setbp1",0.471638651626152,0.472415630676307,1.21701019873046,1.10191465678711,0.977125070535839,2.26133333333333,3000,0.821685801025464
"Mb_rep1",0.522940936840935,0.523410007588672,0.717328080766065,0.923084906508613,0.993808060363171,2.25233333333333,3000,1.39406225242438
"Art1_rep1",0.357012061087061,0.355759143043843,0.634969490709941,0.895575018398272,0.999559273488529,2.24933333333333,3000,1.57487881643247
"Setbp1_rep1",0.498492009379509,0.496454770126166,1.11942304994472,1.08039032228427,1.00085078326757,2.24866666666667,3000,0.893317320962245
"Gphn_rep3",0.372865656565657,0.372586206475945,1.17309208023407,1.10418608254282,1.00606680353464,2.246,3000,0.85244800203618
"Art1",0.380953439153439,0.376990627961326,0.598228458876536,0.935689094463986,1.08213663746294,2.21133333333333,3000,1.671602186693
"Gphn_rep2",0.520194685869686,0.52105004744454,1.03247114191142,1.11373694318712,1.10221429558584,2.20333333333333,3000,0.968550073127168
"Ube2b",0.536606553631554,0.534085230575488,0.518232745155333,0.929375813908177,1.11889166758566,2.197,3000,1.929634916644
"Ube2b_rep2",0.525324602249602,0.523078072059663,0.458617234340434,0.907324854023987,1.11978949779518,2.19666666666667,3000,2.1804675557781
"Ube2b_rep1",0.524235083435083,0.524754498195677,0.552534291522465,0.955651464600655,1.13912844785037,2.18966666666667,3000,1.80984242126326
"Man2a1",0.73986988936989,0.740573110917553,1.42290928297553,1.36073664377054,1.25301104979306,2.15433333333333,3000,0.702785491643458
"Hivep2_rep1",0.533765812890813,0.535887436353862,1.97800069211163,1.64657312162529,1.36762561300429,2.12633333333333,3000,0.505560996003719
"Hivep2",0.518650222000222,0.516792140742551,1.57368677905518,1.49906327708463,1.37683098001525,2.12433333333333,3000,0.635450467850017
"Nipsnap2",0.603161416361416,0.601234638613828,1.1736840092984,1.38659584490417,1.43705732839057,2.112,3000,0.852018083298057
"Ralgapa1",0.524088612313612,0.528330378793649,0.685459733017104,1.20797734523604,1.44741742014059,2.11,3000,1.45887490078873
"Pafah1b1",0.514097294372294,0.515510084331023,0.910979023681634,1.30635312215343,1.46686883483366,2.10633333333333,3000,1.09772011649467
"Pafah1b1_rep1",0.514987926887927,0.515811873850011,0.848970195044408,1.29715659805036,1.48878779762982,2.10233333333333,3000,1.17789765275292
"Ralgapa1_rep1",0.648760185185187,0.649418405254849,0.718554825111132,1.37116105965162,1.67745819321011,2.07266666666667,3000,1.3916822559021
"Ube2h_rep2",0.440054128376495,0.440671430752272,1.38711501497093,1.70304194649312,1.79658602426069,2.05733333333333,3000,0.720920752213873
"Ube2h_rep1",0.443542984257458,0.443592340174589,1.44365221497171,1.83164296638915,1.9602110726481,2.03933333333333,3000,0.692687608296016
"Ube2h",0.454615222399433,0.454279360244453,1.29607568222862,1.85090789335811,2.07522942676302,2.02833333333333,3000,0.771559881657902
"Ube2h_rep3",0.44520059015059,0.443195975325434,1.36322874967633,1.93889779429234,2.17067055633689,2.02,3000,0.733552604606842
"Myom2",0.203511111111111,0.204402706760901,2.52984562723268,2.51976701852417,2.38121369583096,2.003,3000,0.395281035821095
"Dtna_rep1",0.451615079365079,0.451107743866191,1.38585952939223,2.2389715835982,2.61585740496815,1.986,3000,0.721573852754437
"Smyd3",0.254286772486773,0.254503801317931,3.32858329229053,2.97990967026851,2.62073706019494,1.98566666666667,3000,0.300428113761234
"Dtna",0.394180952380954,0.3947912922111,1.34509503015355,2.31592811456394,2.75703908948827,1.97666666666667,3000,0.743441896358688
"Ubr5",0.498345502645503,0.499300629181153,0.92959472078033,2.28699112461938,2.95383283961608,1.96466666666667,3000,1.07573760655673
"Vcl",0.282592340992343,0.280638684438681,1.21063865169798,2.44724496077283,3.03558838543555,1.96,3000,0.826010303402633
"Nfyc_rep1",0.50536418951419,0.504919098256778,1.08233814809429,2.63986330335711,3.40419509276607,1.941,3000,0.923925671252315
"Ubn2_rep1",0.566940476190475,0.564469345610475,1.16359531505144,2.71272592949424,3.46835145358437,1.938,3000,0.859405316491661
"Ubn2_rep2",0.480889285714286,0.483136131516682,1.02594671126892,3.07480833845687,4.10120817640048,1.91233333333333,3000,0.974709494183352
"Gja1",0.616196031746032,0.615049338620013,11.5383933174261,7.38049330608674,4.58020531872267,1.89666666666667,3000,0.0866671790854735
"Slc4a4_rep1",0.572678475228475,0.5718483733561,2.71529366062402,4.14999213981705,4.76355100505197,1.89133333333333,3000,0.368284290757038
"Nfyc",0.492508321308321,0.493517142329522,1.09603067418064,3.81676010786431,5.19376714705332,1.88,3000,0.91238322389797
"Ubn2",0.474655266955267,0.473422498924424,1.23420135733123,3.86922998754175,5.19376714705332,1.88,3000,0.81024056087764
"Gja1_rep1",0.600702116402116,0.601310995257303,8.84139260673291,6.98178853412706,5.53551064255164,1.872,3000,0.113104354085405
"Gja1_rep2",0.602272474747475,0.602246239157063,9.1624062628024,7.23470040580835,5.7356034540459,1.86766666666667,3000,0.109141634993834
"Rp1_rep1",0.235746560846561,0.234290225036513,1.03789453696243,4.32113676553128,5.99783738844989,1.86233333333333,3000,0.963489029363878
"Slc4a4",0.572860052910053,0.572073066074777,2.58512254001306,4.98769247130032,6.11849789462512,1.86,3000,0.386828858021929
"Grk5",0.687390608465608,0.686699102334626,3.3570132435177,5.63598389339905,6.66095838527789,1.85033333333333,3000,0.297883841218373
"Slc20a2",0.567349350649351,0.56648618400771,2.25561432908277,5.32432716215901,6.82376604146952,1.84766666666667,3000,0.443338201529622
"Rp1_rep2",0.260084656084656,0.25980675388738,1.49288366072071,5.17367723394781,7.03605717209827,1.84433333333333,3000,0.669844560772562
"Agtpbp1",0.598201322751323,0.600417035796755,3.08528091409832,5.89442776168215,7.21329307116552,1.84166666666667,3000,0.324119594890195
"Acox1",0.46365,0.46479330050251,2.53367627091977,5.80554213635124,7.39746578578699,1.839,3000,0.394683413772108
"Lims1_rep1",0.564483333333333,0.563611627615976,2.37600502314762,5.83922297365819,7.54035697500833,1.837,3000,0.420874531096423
"Acox1_rep1",0.532469841269841,0.531634520812579,2.52724611648253,5.9605674749691,7.63797064254294,1.83566666666667,3000,0.395687619610162
"Rp1",0.303601984126984,0.301115341107383,1.15527364796021,5.69079560932961,8.02168311149916,1.83066666666667,3000,0.865595784830399
"Abhd18_rep1",0.467934920634921,0.466633309070387,2.73907462720145,6.45227129656362,8.26610574317466,1.82766666666667,3000,0.365086803429563
"Pard3_rep1",0.552510714285714,0.551208531007079,1.50157009116906,6.54956329146575,9.13245568095397,1.818,3000,0.665969578031114
"Lnpep_rep1",0.496392195767196,0.496951678577496,1.51526585549653,6.61621158788188,9.22630630237028,1.817,3000,0.65995019710407
"Lclat1",0.426540079365078,0.426970162747142,4.35117767427069,8.11847688545186,9.87593731196981,1.81,3000,0.229822837599389
"Usp28",0.578550769600769,0.577185613962038,1.41096386671202,7.70618943830192,10.9515609594068,1.798,3000,0.708735371324789
"Sbk1_rep1",0.468407671957671,0.469690292895787,1.72864943419623,7.88386188310889,11.0386683776345,1.797,3000,0.578486291215529
"Sbk1",0.523085714285715,0.523646452559853,1.78458306087153,8.01834941666088,11.2116341670746,1.795,3000,0.560354976983608
"Abhd18",0.557370634920635,0.557218638821275,2.67081101827772,8.57806067442215,11.5524876127997,1.791,3000,0.374418104896412
"Lims1",0.456696296296296,0.457445765375662,2.04860786149424,8.41517545911222,11.6645854248841,1.78966666666667,3000,0.488136367528439
"Lnpep_rep2",0.478843915343915,0.478291572307723,1.55118308729123,8.40758518758369,11.9414989192072,1.78633333333333,3000,0.644669225827018
"Sema3a_rep5",0.817,0.816818969268057,2529939093.82756,960736372.741388,12.2136963998505,1.783,3000,3.95266432476481e-10
"Pard3",0.539538888888889,0.541047261605022,1.60844299326784,8.695519148525,12.3480593100852,1.78133333333333,3000,0.621719267754913
"Aox1",0.788420286412934,0.786051679548708,0.27815978542489,8.24277523443973,12.4281326991878,1.78033333333333,3000,3.59505598004577
"Grk5_rep1",0.681933862433863,0.681976662640877,3.16912474951404,9.58185532957041,12.7965946853124,1.77566666666667,3000,0.315544536438126
"Sema3a_rep1",0.63766666666667,0.639109317314341,3205097769.12066,1217125743.4875,12.7965946853124,1.77566666666667,3000,3.12002962790854e-10
"Arih1",0.396293253968254,0.396367266879486,1.48146116010064,8.99196281718921,12.8744770699286,1.77466666666667,3000,0.675009259056153
"Agl_rep2",0.501308621933622,0.499448155561486,1.95686542264476,9.20635928075794,12.9261974630103,1.774,3000,0.511021344865133
"Lnpep",0.421343253968252,0.421469922429963,1.6889914455388,9.15523656553849,13.0034829426866,1.773,3000,0.59206931014443
"Grk5_rep2",0.740301984126984,0.740734848861592,3.23277719031314,9.82532063196988,13.1315289415137,1.77133333333333,3000,0.309331556469914
"Agl_rep1",0.498930820105821,0.49828775907793,1.95785124760746,9.35786607640918,13.1570270637566,1.771,3000,0.510764033387124
"Sptan1",0.596711507936508,0.596683996486514,3.12137555205686,9.96540167622698,13.4100923399644,1.76766666666667,3000,0.320371574430075
"Agl",0.498410714285714,0.499694526096196,1.71642571815052,9.51392524865263,13.5354082465815,1.766,3000,0.582606045473101
"Ces1d",0.475332804232804,0.473878760757175,3.60282907485885,10.2792780309569,13.6102431158634,1.765,3000,0.277559656376199
"Thrb_rep1",0.473621428571428,0.473861630080487,3.37220655560448,10.1916998590881,13.6102431158634,1.765,3000,0.296541740107242
"Sema3a_rep4",0.643333333333333,0.643419221581904,182.225780689831,78.240667128587,13.8086261276264,1.76233333333333,3000,0.00548769771332253
"Sltm_rep1",0.48121507936508,0.47964702140856,2.55880891036564,10.1737246225021,14.0545595720895,1.759,3000,0.390806830454997
"Thrb",0.483936111111111,0.483023921712297,4.33092168922746,10.9107538846217,14.152423520027,1.75766666666667,3000,0.230897733036216
"Cnksr3",0.550349206349206,0.55034754979072,15.1889491555133,15.2414258638906,14.4691472592512,1.75333333333333,3000,0.065837339355173
"Casq2",0.439545286195286,0.439495399485689,3.58607379890318,11.0580618345679,14.8094236386328,1.74866666666667,3000,0.278856503261549
"Tmed5",0.504666666666667,0.504674806053656,4200371131.91516,1595077654.79109,14.9067947078019,1.74733333333333,3000,2.38074200729984e-10
"Tmed5_rep1",0.526166666666666,0.526321257499188,788.1157947275,309.39818835223,15.4470054013558,1.74,3000,0.00126884907863795
"Sema3a_rep3",0.669055555555556,0.669113412921682,227.533051512936,96.5349327644012,15.471850764659,1.73966666666667,3000,0.00439496588891458
"Tmed5_rep3",0.498555555555556,0.498473640752099,788.273646301693,309.671529942343,15.7729352102906,1.73566666666667,3000,0.00126859499196967
"Sema3a",0.64452380952381,0.644665570632914,236.735187280003,100.360363452097,15.9773198234338,1.733,3000,0.0042241291271045
"Cdh4_rep3",0.727233838383838,0.72796189887054,3.56360559730556,11.8990177296586,16.1068751659947,1.73133333333333,3000,0.280614667559199
"Vti1a_rep3",0.577153848003848,0.578595141180001,3.80286754352389,12.5245887119199,16.9235586507618,1.72133333333333,3000,0.262959461131628
"Cdh4_rep1",0.703314790764791,0.704120522310846,3.90187604311214,12.5997776531017,16.9809722971657,1.72066666666667,3000,0.256286972971699
"Cdh4_rep2",0.715571428571429,0.714934598996027,3.71388514048178,12.6236479106886,17.126464860779,1.719,3000,0.269259808037649
"Tmed5_rep2",0.498333333333333,0.498391540573731,2801163499.51582,1063732985.77107,17.215169992825,1.718,3000,3.56994513234536e-10
"Lsamp",0.632666666666668,0.63402045307807,3170179629.21033,1203865693.32857,17.3351837396345,1.71666666666667,3000,3.15439538752286e-10
"Sema3a_rep2",0.695666666666666,0.696592332564636,2376099791.9621,902316388.267815,17.6763588920986,1.713,3000,4.2085774485685e-10
"Sltm",0.463329761904762,0.465161419452241,2.33950946486163,12.4826447201003,17.7082438795467,1.71266666666667,3000,0.427440031775697
"Vti1a_rep2",0.579171428571429,0.577075418755393,3.4572820355332,12.9703506286023,17.8048252794761,1.71166666666667,3000,0.289244553878514
"Zfand3_rep2",0.487634523809524,0.489496373923199,1.76737317523952,12.4798679758658,18.0358419135002,1.70933333333333,3000,0.565811461897103
"Sltm_rep2",0.472564682539683,0.471760452446414,2.1907035583957,12.9366555419676,18.487977167229,1.705,3000,0.456474357823348
"Mef2a_rep1",0.560583068783069,0.561184789286136,2.78224258695163,13.1849468499554,18.5241081217333,1.70466666666667,3000,0.359422289303554
"Vti1a_rep1",0.579869841269841,0.580855197790911,3.46645746455155,13.9215047880456,19.2522329835018,1.69833333333333,3000,0.288478947232479
"Wnk2",0.445602116402116,0.443309819919006,2.25138208255185,13.6224850569424,19.5002739024234,1.69633333333333,3000,0.444171608075757
"Mef2a",0.525834523809524,0.524409603302246,2.69450666944533,13.7907602165222,19.5002739024234,1.69633333333333,3000,0.371125449916163
"Mtus1",0.450756746031746,0.450509339393643,3.16718955190835,14.2848195818072,19.98071116784,1.69266666666667,3000,0.315737338612229
"Zfand3_rep1",0.448340343915345,0.450275381639915,1.61318646360206,13.7543865002235,20.0718848324522,1.692,3000,0.619891142507554
"Cdh4",0.759681746031747,0.759179621128189,4.42744534792212,14.8532429189957,20.1179347164845,1.69166666666667,3000,0.225863883439989
"Lsamp_rep2",0.727,0.72759493670883,2895756488.97912,1099654376.68977,21.0562872540538,1.68533333333333,3000,3.45332904823272e-10
"Mbd1",0.447,0.446992259129506,2609904251.91994,991102894.888052,22.0121202607002,1.67966666666667,3000,3.83155818557085e-10
"Lsamp_rep1",0.684666666666667,0.68462678062595,2257043671.78629,857105206.5531,22.5060533363438,1.677,3000,4.4305744390341e-10
"Gramd1b",0.736271428571428,0.735629729508463,1.09084308704524,15.319114268291,22.7647048686168,1.67566666666667,3000,0.916722131602529
"Zfand3",0.49995873015873,0.499131418074135,1.96542014421297,16.145405438178,23.519472222267,1.672,3000,0.508797064558652
"Vti1a",0.382063888888889,0.381818492438696,3.80875359630674,16.8925173275734,23.5914277124558,1.67166666666667,3000,0.262553083236909
"Trp63",0.505916666666667,0.505917639256247,656.830643462854,265.630223498957,24.744121482285,1.66666666666667,3000,0.00152246246418702
"Trp63_rep1",0.571431746031744,0.573042782739405,204.540445330387,94.2035656479009,25.2467876412696,1.66466666666667,3000,0.00488900861824534
"Fgd4",0.574433333333335,0.574274159162449,9.00608858556536,20.4156033266322,25.9579001012484,1.662,3000,0.111035994205383
"Chpt1",0.5051,0.504759771996466,13.8520170845524,22.3162958818024,26.0502526677658,1.66166666666667,3000,0.0721916522262444
"Creb5",0.547,0.547013075840024,4325871617.41456,1642736075.20605,27.4309293763614,1.657,3000,2.31167285680491e-10
"Snhg11_rep1",0.591677777777778,0.591743477797904,36.4776558407868,32.7580081982816,28.8753574671857,1.65266666666667,3000,0.0274140422938546
"Gramd1b_rep1",0.761726190476191,0.762897616329639,1.15104705195693,19.5772796883602,29.2334245538871,1.65166666666667,3000,0.868774215875773
"Snhg11",0.616972222222222,0.616874198630714,23.8984638797514,29.399330249499,31.0414680174789,1.647,3000,0.0418436935960255
"Irf2_rep1",0.404978571428571,0.404419089120495,2.87882288642004,21.9738642013524,31.891697982742,1.645,3000,0.347364196914368
"Irf2_rep4",0.389302380952381,0.38929415276346,2.94874415289435,22.0004165810262,31.891697982742,1.645,3000,0.339127421081428
"Creb5_rep1",0.546733333333333,0.546961671422274,684.823842908819,281.036220259147,32.0381581886897,1.64466666666667,3000,0.00146022953253563
"Irf2_rep3",0.401034126984127,0.401411155223349,3.03171932517097,22.8253512352165,33.1035225779882,1.64233333333333,3000,0.329845837540916
"Irf2",0.393296031746032,0.39273554644701,2.77722036658011,22.9367822778154,33.4213243197003,1.64166666666667,3000,0.360072254990485
"Creb5_rep3",0.516619047619048,0.516448525763899,702.151828752112,288.522076601435,33.4213243197003,1.64166666666667,3000,0.00142419339956322
"Fgd4_rep1",0.48455992063492,0.483670396886254,8.42067796133619,27.4027168448408,36.9690896434452,1.635,3000,0.118755283670927
"Irf2_rep6",0.396942063492064,0.397871317561727,2.8436461513351,26.9772605437016,39.5539545026393,1.631,3000,0.351661193686316
"Creb5_rep2",0.555083333333333,0.555125401447433,686.243236558664,287.456122667505,41.0202408168114,1.629,3000,0.00145720926156554
"Irf2_rep2",0.408285714285714,0.40804711716674,2.69837486191112,30.4573770665521,44.9535098197388,1.62433333333333,3000,0.370593431667145
"Afg3l2_rep4",0.425744444444445,0.426640242541837,3.76199808908072,31.2710972682057,45.5794303359727,1.62366666666667,3000,0.265816190311878
"Afg3l2_rep2",0.419594444444444,0.418354194917423,3.43516975826734,32.0007849134057,46.8834670312799,1.62233333333333,3000,0.2911064286105
"Nppb",0.6247,0.624599117116381,339.69812723767,160.140162912352,47.5624950236172,1.62166666666667,3000,0.0029437901472455
"Birc6",0.573755555555556,0.574787669339336,2.2601947415344,36.5907241688822,54.5753197638495,1.61566666666667,3000,0.442439751594644
"Irf2_rep5",0.33149484126984,0.330753567611018,2.70726552137107,38.5563755763825,57.318223627933,1.61366666666667,3000,0.369376402907668
"Clu",0.708166666666667,0.707932935730278,485.125670491995,226.557346517099,64.6556983617585,1.609,3000,0.00206132155197197
"Idh3b",0.365596428571428,0.362956174434138,1.50593543505981,52.579562056129,79.4330752280596,1.60166666666667,3000,0.664039092725301
"Afg3l2_rep1",0.416019047619048,0.416131287455654,3.59150278019553,54.9333691604172,81.818494218497,1.60066666666667,3000,0.278434978670839
"Nppb_rep1",0.516166666666667,0.516267329010306,682.524110401692,329.435763352722,107.294238527743,1.592,3000,0.00146514970644987
"Cdh19",0.943525396825397,0.944745716109782,0.0397986485126237,87.0269187989221,132.89603076275,1.58566666666667,3000,25.1264813598585
"Birc6_rep1",0.472033333333332,0.470754382911104,1.41486907245965,88.5659660585354,134.449128098043,1.58533333333333,3000,0.706779177992469
"Abcd3_rep2",0.5968,0.596385173923258,4.04486717113565,93.7844690426735,140.894122758585,1.584,3000,0.247226907013423
"Zswim6_rep1",0.509111111111111,0.509173550811414,688.508471275424,357.039002536872,145.982656534903,1.583,3000,0.00145241495452853
"Abcd3_rep1",0.566094444444445,0.565918421566368,4.04792522589257,100.599664146687,151.301423742356,1.582,3000,0.247040136414452
"Abcd3",0.530408730158731,0.530301165256537,4.35778048853531,101.912888335203,153.127438767283,1.58166666666667,3000,0.229474615031862
"Per3",0.40164365079365,0.401660982825336,4.80033702642512,103.294352920567,154.980712885353,1.58133333333333,3000,0.208318706477306
"Afg3l2",0.419076984126984,0.418897991884168,4.45330709847658,125.254442359364,188.72236684642,1.576,3000,0.224552221054346
