gene,pval,padj,celltype,condition,chromosome
Ndufv2,6.17825187470061e-6,3.91464306697272e-5,Cardiomyocyte,F1_Aged,17
Neb,2.28648385810313e-21,1.9873454258901598e-20,Cardiomyocyte,F1_Aged,2
Nebl,6.822935116608489e-216,5.45022555148131e-214,Cardiomyocyte,F1_Aged,2
Nedd1,7.998859952997279e-20,6.837242074472829e-19,Cardiomyocyte,F1_Aged,10
Nedd4,4.93619668559029e-200,2.8801634574183296e-198,Cardiomyocyte,F1_Aged,9
Nedd4l,1.2363852659766e-83,1.70702574788128e-82,Cardiomyocyte,F1_Aged,18
Nedd9,2.18003672688821e-255,3.75078113779998e-253,Cardiomyocyte,F1_Aged,13
Nek10,2.3466850346049e-4,0.00135743591225854,Cardiomyocyte,F1_Aged,14
Neo1,9.22631600681326e-82,1.258304479791e-80,Cardiomyocyte,F1_Aged,9
Nexn,4.906966270612129e-112,8.48601641129057e-111,Cardiomyocyte,F1_Aged,3
Nfatc2,0.0501068859263184,0.22280795531186,Cardiomyocyte,F1_Aged,2
Nfe2l2,1.78963994426186e-36,1.7581967827228498e-35,Cardiomyocyte,F1_Aged,2
Nfia,1.4331373266320298e-35,1.39976003809329e-34,Cardiomyocyte,F1_Aged,4
Nfib,1.40305209245241e-41,1.4373251206649898e-40,Cardiomyocyte,F1_Aged,4
Nfyc,1.17274721285033e-257,2.2483239423502097e-255,Cardiomyocyte,F1_Aged,4
Nhej1,0.00581468379268711,0.0296478178183363,Cardiomyocyte,F1_Aged,1
Nim1k,9.52197711283788e-6,5.98244067669871e-5,Cardiomyocyte,F1_Aged,13
Nipbl,3.30526719752413e-98,5.09846963112342e-97,Cardiomyocyte,F1_Aged,15
Nipsnap2,9.06878138474747e-194,4.31571085756422e-192,Cardiomyocyte,F1_Aged,5
Nle1,1.7576316201713698e-35,1.70923306831157e-34,Cardiomyocyte,F1_Aged,11
Nlk,2.91293838787197e-77,3.87813821083748e-76,Cardiomyocyte,F1_Aged,11
Nnt,2.1812084028276695e-164,6.592751523862019e-163,Cardiomyocyte,F1_Aged,13
Noct,5.93295878348063e-221,5.170149797033119e-219,Cardiomyocyte,F1_Aged,3
Nos1ap,2.63899654195554e-50,2.8981451385469098e-49,Cardiomyocyte,F1_Aged,1
Nphp3,0.0979542635459486,0.393341177973259,Cardiomyocyte,F1_Aged,9
Nppa,6.77531304417342e-13,5.27405458542966e-12,Cardiomyocyte,F1_Aged,4
Nppb,1.54230564754744e-16,1.2698001098212601e-15,Cardiomyocyte,F1_Aged,4
Nr3c1,6.54151451492153e-5,3.9331149099573e-4,Cardiomyocyte,F1_Aged,18
Nr3c2,7.76205529724967e-71,9.901785369685409e-70,Cardiomyocyte,F1_Aged,8
Nr4a1,5.91900397525093e-196,2.96391915477118e-194,Cardiomyocyte,F1_Aged,15
Nr4a2,8.14864563027045e-293,2.73387060895574e-293,Cardiomyocyte,F1_Aged,2
Nr4a3,0,0,Cardiomyocyte,F1_Aged,4
Nrbf2,0.0514616144768885,0.227625203124536,Cardiomyocyte,F1_Aged,10
Nrg4,3.2359119559464e-4,0.00185264242529013,Cardiomyocyte,F1_Aged,9
Nrp1,2.0030527959133098e-150,5.1893761623854395e-149,Cardiomyocyte,F1_Aged,8
Nsun6,0.0765662591435082,0.318511840578388,Cardiomyocyte,F1_Aged,2
Nt5c2,7.188975024632199e-98,1.1063766609009599e-96,Cardiomyocyte,F1_Aged,19
Nt5dc3,2.1413960875231598e-45,2.2699475114187096e-44,Cardiomyocyte,F1_Aged,10
Nt5e,8.16009983294307e-73,1.05907678682878e-71,Cardiomyocyte,F1_Aged,9
Ntmt2,6.15279933762947e-6,3.90220071412985e-5,Cardiomyocyte,F1_Aged,Unknown
Ntn1,3.55476172908064e-169,1.17499759616409e-167,Cardiomyocyte,F1_Aged,11
Ntn4,0.0675232828387889,0.286578891744639,Cardiomyocyte,F1_Aged,10
Nuak1,7.64680854363866e-201,4.6225302097131e-199,Cardiomyocyte,F1_Aged,10
Nudt4,9.514843915248448e-199,5.1906181033591095e-197,Cardiomyocyte,F1_Aged,10
Nufip2,8.47922559352857e-50,9.26638497273236e-49,Cardiomyocyte,F1_Aged,11
Nup98,3.12060539290613e-14,2.48389824275209e-13,Cardiomyocyte,F1_Aged,7
Obscn,2.8854734973099696e-19,2.45393246729403e-18,Cardiomyocyte,F1_Aged,11
Odf2l,0.0207150984610939,0.0986503269509865,Cardiomyocyte,F1_Aged,3
Ogdhl,1.08763108911266e-39,1.09251565987215e-38,Cardiomyocyte,F1_Aged,14
Optn,6.39477843669405e-187,2.7862963188452698e-185,Cardiomyocyte,F1_Aged,2
Or5m3b,1.3711969082794e-4,8.0566823595053e-4,Cardiomyocyte,F1_Aged,2
Orm3,0.0083885890120372,0.0420055464707236,Cardiomyocyte,F1_Aged,4
Osbp,0.0551509454190123,0.240613032354729,Cardiomyocyte,F1_Aged,19
Osbp2,9.6361624483127e-9,6.7918750029599e-8,Cardiomyocyte,F1_Aged,11
Osbpl11,0.00818339620150546,0.0410699988871366,Cardiomyocyte,F1_Aged,16
Osbpl3,0.00571325727694427,0.0291528185006054,Cardiomyocyte,F1_Aged,6
Osbpl8,3.4307772260083e-30,3.18843700644261e-29,Cardiomyocyte,F1_Aged,10
Osbpl9,7.831370223252359e-139,1.76930956895701e-137,Cardiomyocyte,F1_Aged,4
Osgepl1,5.03223091211321e-7,3.33658788737941e-6,Cardiomyocyte,F1_Aged,1
Otud1,4.1643309194054e-145,9.94400728441645e-144,Cardiomyocyte,F1_Aged,2
Otud6b,0.0296682845134721,0.137387294054795,Cardiomyocyte,F1_Aged,4
Oxct1,1.46117311109436e-11,1.11035918181689e-10,Cardiomyocyte,F1_Aged,15
P2rx5,1.75630307759367e-10,1.2993157277457e-9,Cardiomyocyte,F1_Aged,11
P4ha1,6.986416182416119e-54,7.87879875361549e-53,Cardiomyocyte,F1_Aged,10
P4ha2,0.0610146524349221,0.263632335121851,Cardiomyocyte,F1_Aged,11
P4hb,0.0945767833093898,0.381605662060136,Cardiomyocyte,F1_Aged,11
Pacs1,0.0814917975922656,0.334849946015984,Cardiomyocyte,F1_Aged,19
Pafah1b1,2.0799871128487798e-184,8.51019117513127e-183,Cardiomyocyte,F1_Aged,11
Pah,2.53165938000384e-103,4.10324503377434e-102,Cardiomyocyte,F1_Aged,10
Paip2,1.7486096276997e-24,1.56860569543649e-23,Cardiomyocyte,F1_Aged,18
Pakap,7.730264565701391e-73,1.00718592690983e-71,Cardiomyocyte,F1_Aged,4
Pals1,2.09304839086845e-23,1.86264651229805e-22,Cardiomyocyte,F1_Aged,12
Pan3,5.77531089341349e-64,7.00765571334621e-63,Cardiomyocyte,F1_Aged,5
Pank1,1.6833317585214697e-219,1.4297665948960797e-217,Cardiomyocyte,F1_Aged,19
Pard3,5.98600427392336e-130,1.23208860975539e-128,Cardiomyocyte,F1_Aged,8
Parm1,1.62349371849796e-7,1.09704359024384e-6,Cardiomyocyte,F1_Aged,5
Parp4,0.0260354652057787,0.121740746711342,Cardiomyocyte,F1_Aged,14
Parvb,3.7503226951693e-4,0.0021416736412414,Cardiomyocyte,F1_Aged,15
Patj,9.1414975414544e-4,0.00503194819550118,Cardiomyocyte,F1_Aged,4
Pbx3,0.0152409580648016,0.0740527361439671,Cardiomyocyte,F1_Aged,2
Pcdh7,0.00125526621209263,0.00683117297902799,Cardiomyocyte,F1_Aged,5
Pcgf5,1.5840942121808598e-201,1.0027615248805298e-199,Cardiomyocyte,F1_Aged,19
Pcmt1,0.016361067732293,0.0792083437833234,Cardiomyocyte,F1_Aged,10
Pcnx1,2.9819329681351895e-98,4.61031571801547e-97,Cardiomyocyte,F1_Aged,Unknown
Pcolce2,2.00283328758755e-11,1.5151083832821201e-10,Cardiomyocyte,F1_Aged,9
Pcp4l1,1.1323396492181e-58,1.33064781895858e-57,Cardiomyocyte,F1_Aged,1
Pcx,5.1265100909771e-4,0.00289796821486579,Cardiomyocyte,F1_Aged,19
Pcyt2,0.0238857873176072,0.112630803163137,Cardiomyocyte,F1_Aged,11
Pde10a,1.23629813313902e-192,5.84194399532592e-191,Cardiomyocyte,F1_Aged,17
Pde11a,2.31611280882825e-64,2.82052939151317e-63,Cardiomyocyte,F1_Aged,2
Pde4a,0.00253360301562506,0.0134603929016977,Cardiomyocyte,F1_Aged,9
Pde4dip,1.79673858428297e-64,2.19202107282523e-63,Cardiomyocyte,F1_Aged,3
Pde7a,2.4302559365949097e-34,2.33960076535895e-33,Cardiomyocyte,F1_Aged,3
Pdgfd,9.15150151326114e-103,1.47611959504765e-101,Cardiomyocyte,F1_Aged,9
Pdhx,0.0393027665137782,0.179037042299696,Cardiomyocyte,F1_Aged,2
Pdia3,5.6180934020145e-4,0.0031678493048334,Cardiomyocyte,F1_Aged,2
Pdk4,1.96022012895718e-53,2.20689212505079e-52,Cardiomyocyte,F1_Aged,6
Pdlim1,5.6454301326178e-4,0.00318059078000555,Cardiomyocyte,F1_Aged,19
Pdlim3,1.0159714753383198e-147,2.5248772590815297e-146,Cardiomyocyte,F1_Aged,8
Pdzd2,2.0088949868798e-149,5.125355650936679e-148,Cardiomyocyte,F1_Aged,15
Pdzrn4,3.2851246362179695e-199,1.82175093462997e-197,Cardiomyocyte,F1_Aged,15
Peli1,2.21591805029946e-5,1.3729279886897e-4,Cardiomyocyte,F1_Aged,11
Per3,3.34373742465291e-117,6.047568226259039e-116,Cardiomyocyte,F1_Aged,4
Perm1,1.47741591390112e-14,1.1815805461593e-13,Cardiomyocyte,F1_Aged,4
Pex14,0.0961841781414388,0.387392458180705,Cardiomyocyte,F1_Aged,4
Pfkfb2,1.1519128813307998e-218,9.542389424357578e-217,Cardiomyocyte,F1_Aged,1
Pfkfb3,0.077083311723036,0.320464077857232,Cardiomyocyte,F1_Aged,2
Pfkp,7.56697526625493e-48,8.17623253406934e-47,Cardiomyocyte,F1_Aged,13
Pgd,1.1451251877789e-4,6.7520123110694e-4,Cardiomyocyte,F1_Aged,4
Pggt1b,0.00982974673984973,0.0487131466945286,Cardiomyocyte,F1_Aged,18
Pgm5,3.7769637192440395e-35,3.66234487805311e-34,Cardiomyocyte,F1_Aged,19
Pgpep1,4.42853043142831e-7,2.94212269256277e-6,Cardiomyocyte,F1_Aged,8
Phactr2,8.972403913201218e-133,1.93584663207653e-131,Cardiomyocyte,F1_Aged,10
Phax,0.0441875268164579,0.199527796055473,Cardiomyocyte,F1_Aged,18
Phf20l1,2.8578943232358398e-198,1.52194213562798e-196,Cardiomyocyte,F1_Aged,15
Phkb,9.16259992479787e-142,2.1200360515652998e-140,Cardiomyocyte,F1_Aged,8
Phlda1,2.5136913446358498e-123,4.931833018276779e-122,Cardiomyocyte,F1_Aged,10
Phtf2,2.6658606471328897e-11,2.0098792069957002e-10,Cardiomyocyte,F1_Aged,5
Phyhd1,9.395523124587457e-223,8.636158926846829e-221,Cardiomyocyte,F1_Aged,2
Pi4kb,0.0417434199517331,0.189255640456844,Cardiomyocyte,F1_Aged,3
Picalm,4.2161346281761e-86,5.99369986336052e-85,Cardiomyocyte,F1_Aged,7
Pid1,5.49102123715164e-13,4.2842735466613394e-12,Cardiomyocyte,F1_Aged,1
Pigu,0.064568849983906,0.276841522934191,Cardiomyocyte,F1_Aged,2
Pik3cd,6.02561728279017e-6,3.82877764843959e-5,Cardiomyocyte,F1_Aged,4
Pik3r1,2.4216721356033198e-117,4.40363686447108e-116,Cardiomyocyte,F1_Aged,13
Pip5k1b,5.32706787208412e-75,7.008750082683231e-74,Cardiomyocyte,F1_Aged,19
Pirt,4.8323275531119796e-11,3.59877002013112e-10,Cardiomyocyte,F1_Aged,11
Pitpna,0.0696837836730219,0.294259401161722,Cardiomyocyte,F1_Aged,11
Pja2,4.533825164664439e-146,1.1102907611276799e-144,Cardiomyocyte,F1_Aged,17
Pkd2,1.68103964186865e-14,1.34123376895822e-13,Cardiomyocyte,F1_Aged,5
Pkd2l2,1.16796345186758e-41,1.1983233581087899e-40,Cardiomyocyte,F1_Aged,18
Pkia,2.0603361725965397e-172,7.276239851643588e-171,Cardiomyocyte,F1_Aged,3
Pla2g4e,9.032932136372018e-87,1.2895952050012e-85,Cardiomyocyte,F1_Aged,2
Plbd1,0.0967614828164871,0.389250329555533,Cardiomyocyte,F1_Aged,6
Plcb1,0.0795933130797672,0.329064159436376,Cardiomyocyte,F1_Aged,2
Plce1,0.00365783866206222,0.0190707827680167,Cardiomyocyte,F1_Aged,19
Plcl2,0.0591985207616164,0.256769278804425,Cardiomyocyte,F1_Aged,17
Plekhf2,0.00867761212691446,0.0433880606345723,Cardiomyocyte,F1_Aged,4
Plekhm2,2.5398739600349593e-107,4.2289216555420694e-106,Cardiomyocyte,F1_Aged,4
Plekho1,0.00198443244278198,0.0106015459323783,Cardiomyocyte,F1_Aged,3
Plin3,0.00158827443843207,0.00858077413999932,Cardiomyocyte,F1_Aged,17
Plpp1,0.00655097355363424,0.0332504028327426,Cardiomyocyte,F1_Aged,13
Plscr2,7.341860396138031e-88,1.05490114043011e-86,Cardiomyocyte,F1_Aged,9
Plscr4,3.8575984329869e-4,0.00219919163002062,Cardiomyocyte,F1_Aged,9
Plxdc2,3.56322407472724e-80,4.82040998818948e-79,Cardiomyocyte,F1_Aged,2
Plxna4,1.14963852164457e-123,2.2621919296876999e-122,Cardiomyocyte,F1_Aged,6
Pmpcb,0.0353116658303185,0.161845135055626,Cardiomyocyte,F1_Aged,5
Por,7.85676693326731e-150,2.0198814606215997e-148,Cardiomyocyte,F1_Aged,5
Ppara,1.3235812494544398e-185,5.621031761923589e-184,Cardiomyocyte,F1_Aged,15
Ppargc1b,5.479089287738509e-262,1.22548963735751e-259,Cardiomyocyte,F1_Aged,18
Ppfibp1,2.0281314197597197e-117,3.69803310505101e-116,Cardiomyocyte,F1_Aged,6
Ppip5k1,2.3776199690339298e-166,7.455060744026939e-165,Cardiomyocyte,F1_Aged,2
Ppip5k2,2.3562638526257497e-84,3.32154001073924e-83,Cardiomyocyte,F1_Aged,1
Ppm1e,2.3877036100865697e-30,2.22212083546198e-29,Cardiomyocyte,F1_Aged,11
Ppm1h,1.8039198609094798e-94,2.69583569414312e-93,Cardiomyocyte,F1_Aged,10
Ppm1l,6.42030894247821e-57,7.45333442976277e-56,Cardiomyocyte,F1_Aged,3
Ppp1r12a,1.15294717551162e-175,4.25070085037527e-174,Cardiomyocyte,F1_Aged,10
Ppp1r12b,1.1782654289851398e-229,1.23533766070161e-227,Cardiomyocyte,F1_Aged,1
Ppp1r14c,2.38289626493673e-189,1.0731029488406299e-187,Cardiomyocyte,F1_Aged,10
Ppp1r3a,6.705721502114739e-232,7.376293652326209e-230,Cardiomyocyte,F1_Aged,6
Ppp1r3b,4.03768129360112e-6,2.58519479771598e-5,Cardiomyocyte,F1_Aged,8
Ppp1r9a,4.46082342332705e-199,2.45345288282988e-197,Cardiomyocyte,F1_Aged,6
Ppp2ca,1.60865620347252e-76,2.1374422030298196e-75,Cardiomyocyte,F1_Aged,11
Ppp2r3a,1.8924717380863598e-150,4.9218935513796395e-149,Cardiomyocyte,F1_Aged,9
Ppp2r5a,1.6746305037995399e-35,1.63088108570318e-34,Cardiomyocyte,F1_Aged,1
Prdm16,0.084871783956029,0.346194328477176,Cardiomyocyte,F1_Aged,4
Prepl,7.63331410940238e-65,9.329606133714019e-64,Cardiomyocyte,F1_Aged,17
Prex2,3.92937790387724e-7,2.61828458143161e-6,Cardiomyocyte,F1_Aged,1
Prkaa2,3.7865645565652897e-196,1.9103645244024897e-194,Cardiomyocyte,F1_Aged,4
Prkag2,5.83647472969839e-5,3.531356666932e-4,Cardiomyocyte,F1_Aged,5
Prkce,2.0287112585656296e-94,3.02503389888342e-93,Cardiomyocyte,F1_Aged,17
Prkcq,1.19980727141875e-7,8.18161259270308e-7,Cardiomyocyte,F1_Aged,2
Prkd1,0.00198285241154718,0.0106015455629336,Cardiomyocyte,F1_Aged,12
Prkg1,1.9096541292923398e-82,2.62040474592058e-81,Cardiomyocyte,F1_Aged,19
Prlr,0.0197458522744846,0.0945714980455328,Cardiomyocyte,F1_Aged,15
Proser2,1.0728428520504e-73,1.40053998779342e-72,Cardiomyocyte,F1_Aged,2
Prpf18,0.015210809072603,0.0739598035341782,Cardiomyocyte,F1_Aged,2
Prrc1,0.0741901772300845,0.310165787672191,Cardiomyocyte,F1_Aged,18
Prune2,3.435404035507539e-100,5.38587875660177e-99,Cardiomyocyte,F1_Aged,19
Psma1,0.0118887773196032,0.0583994844908769,Cardiomyocyte,F1_Aged,7
Psma3,2.3945804525778097e-20,2.0652486936757198e-19,Cardiomyocyte,F1_Aged,12
Psme4,2.75827413991748e-26,2.50108371335761e-25,Cardiomyocyte,F1_Aged,11
Pstpip2,6.820136435876709e-60,8.11402756821502e-59,Cardiomyocyte,F1_Aged,18
Ptcd1,1.7138923099140698e-56,1.98279610336611e-55,Cardiomyocyte,F1_Aged,5
Ptgds,4.85156050439639e-156,1.3564154576874898e-154,Cardiomyocyte,F1_Aged,2
Ptges3,6.9612209393703e-4,0.00387311712298303,Cardiomyocyte,F1_Aged,10
Ptpn13,4.42314415169755e-11,3.30504423807245e-10,Cardiomyocyte,F1_Aged,5
Ptpn2,5.86436418440882e-137,1.3029762807080499e-135,Cardiomyocyte,F1_Aged,18
Ptpn4,2.8645488706720694e-84,4.012760526557329e-83,Cardiomyocyte,F1_Aged,1
Ptprg,1.2408947851291299e-31,1.1677985986278398e-30,Cardiomyocyte,F1_Aged,Unknown
Ptprk,8.82593453221018e-114,1.5462668592984398e-112,Cardiomyocyte,F1_Aged,10
Pus7l,1.15543239208354e-7,7.88703087576863e-7,Cardiomyocyte,F1_Aged,15
Pygb,1.23598436567778e-184,5.088009259937349e-183,Cardiomyocyte,F1_Aged,2
Pygm,1.12878857364786e-39,1.13216312842708e-38,Cardiomyocyte,F1_Aged,19
Pyroxd2,6.7701890826037e-4,0.00377622350326442,Cardiomyocyte,F1_Aged,19
Qrsl1,0.02162109815886,0.102673438532166,Cardiomyocyte,F1_Aged,10
Qtrt1,0.0671319955440626,0.28527909442727,Cardiomyocyte,F1_Aged,9
Rab10,1.8196250471708497e-11,1.37962531825044e-10,Cardiomyocyte,F1_Aged,12
Rab18,0.0213368534399732,0.10146724775494,Cardiomyocyte,F1_Aged,18
Rab30,1.59752535324272e-16,1.3136513627767901e-15,Cardiomyocyte,F1_Aged,7
Rab31,3.51961496027224e-6,2.26429687281177e-5,Cardiomyocyte,F1_Aged,17
Rab3gap1,8.15821594188046e-11,6.05548993031171e-10,Cardiomyocyte,F1_Aged,1
Rab43,0.0173170530852066,0.0835351734016796,Cardiomyocyte,F1_Aged,6
Rab5c,8.56725188228834e-5,5.0917856625469e-4,Cardiomyocyte,F1_Aged,11
Rabgap1l,2.89718364587731e-14,2.3088007439235997e-13,Cardiomyocyte,F1_Aged,1
Rabgef1,0.078130289571323,0.323613730261468,Cardiomyocyte,F1_Aged,5
Rac1,0.0618245779440134,0.266437326913507,Cardiomyocyte,F1_Aged,5
Rad51b,0.01529212508554,0.0742475827235696,Cardiomyocyte,F1_Aged,12
Rala,0.0363758156781156,0.166381542740392,Cardiomyocyte,F1_Aged,13
Ralgapa1,2.7503174279491793e-164,8.27561880786502e-163,Cardiomyocyte,F1_Aged,12
Ralgapa2,1.4483597143434698e-43,1.5090828700690598e-42,Cardiomyocyte,F1_Aged,2
Ranbp9,4.70762903460078e-44,4.9279548864541686e-43,Cardiomyocyte,F1_Aged,13
Rap1gds1,0.00547387012374313,0.0280165282458554,Cardiomyocyte,F1_Aged,3
Rapgef1,3.8639867168425605e-105,6.40181502963297e-104,Cardiomyocyte,F1_Aged,2
Rapgef4,6.49478086487818e-79,8.73346284635924e-78,Cardiomyocyte,F1_Aged,2
Rapgef5,8.241264374605369e-48,8.890495812476211e-47,Cardiomyocyte,F1_Aged,12
Raph1,1.6512002493169202e-110,2.81206946013111e-109,Cardiomyocyte,F1_Aged,1
Rarb,8.560646439601079e-163,2.54167865529749e-161,Cardiomyocyte,F1_Aged,14
Rars2,0.0112965487884948,0.0556125035735879,Cardiomyocyte,F1_Aged,4
Rasal2,2.9713638120852598e-155,8.171250483234459e-154,Cardiomyocyte,F1_Aged,1
Rasgef1b,3.51574594664581e-24,3.14542070693245e-23,Cardiomyocyte,F1_Aged,5
Rbm18,0.0440752380778798,0.199154779463013,Cardiomyocyte,F1_Aged,2
Rbm24,1.0585624754477799e-118,1.97853877722969e-117,Cardiomyocyte,F1_Aged,13
Rbm25,2.5937489892015496e-214,1.9777336042661797e-212,Cardiomyocyte,F1_Aged,12
Rbm39,6.694174983264619e-151,1.7477787602220098e-149,Cardiomyocyte,F1_Aged,2
Rbm4b,0.0690819745781642,0.292454289854563,Cardiomyocyte,F1_Aged,19
Rbm6,4.97186728444683e-57,5.78184219733765e-56,Cardiomyocyte,F1_Aged,9
Rbms1,6.026044526421799e-119,1.1294625355388298e-117,Cardiomyocyte,F1_Aged,2
Rbms3,0.0779666056279009,0.323534894102174,Cardiomyocyte,F1_Aged,9
Rbpms,4.5838867787251394e-18,3.84473503565572e-17,Cardiomyocyte,F1_Aged,8
Rcan1,0,0,Cardiomyocyte,F1_Aged,16
Rcan2,4.4165180334556196e-151,1.16215043154852e-149,Cardiomyocyte,F1_Aged,17
Rdx,0.0703985202067577,0.297090610432292,Cardiomyocyte,F1_Aged,9
Rec114,3.08622929397001e-12,2.37211896478107e-11,Cardiomyocyte,F1_Aged,9
Rel,0.080200583426781,0.330774472211763,Cardiomyocyte,F1_Aged,11
Rell1,0.0585413999329024,0.254096727157907,Cardiomyocyte,F1_Aged,5
Rere,1.56681195726608e-59,1.85747495287198e-58,Cardiomyocyte,F1_Aged,4
Resf1,6.707155739568489e-133,1.4517746778227298e-131,Cardiomyocyte,F1_Aged,6
Retreg1,4.06267721280796e-197,2.0969664690724197e-195,Cardiomyocyte,F1_Aged,15
Rfx3,0.0868304048370621,0.352769163288727,Cardiomyocyte,F1_Aged,19
Rgma,0.0016441405859553,0.00886831457536983,Cardiomyocyte,F1_Aged,7
Rgs2,9.22133720647995e-7,6.0248464124129e-6,Cardiomyocyte,F1_Aged,1
Rgs7,0.0116455954460855,0.0572468464785594,Cardiomyocyte,F1_Aged,1
Rhobtb1,7.86699771319225e-71,1.00166137866262e-69,Cardiomyocyte,F1_Aged,10
Rhoj,2.57680125241894e-5,1.5877260242177e-4,Cardiomyocyte,F1_Aged,12
Ric1,0.0727275415225264,0.304810620622206,Cardiomyocyte,F1_Aged,19
Rilpl1,5.798840169580799e-238,7.074585006888569e-236,Cardiomyocyte,F1_Aged,5
Ripor2,3.77714902959663e-142,8.861772723284409e-141,Cardiomyocyte,F1_Aged,13
Rlf,5.68576840817065e-26,5.1417124014589e-25,Cardiomyocyte,F1_Aged,4
Rmdn1,4.376546807258399e-96,6.629035908962499e-95,Cardiomyocyte,F1_Aged,4
Rmst,1.0964588506115899e-12,8.49565691409212e-12,Cardiomyocyte,F1_Aged,10
Rnd3,0.0612202674975255,0.264172343992537,Cardiomyocyte,F1_Aged,2
Rnf10,6.9904499366571e-4,0.00388615733843987,Cardiomyocyte,F1_Aged,5
Rnf144b,5.317055551800329e-146,1.29736155463928e-144,Cardiomyocyte,F1_Aged,13
Rnf150,3.7871751766661793e-84,5.272187849674289e-83,Cardiomyocyte,F1_Aged,8
Rnf157,7.1489889331193e-5,4.2791896290125e-4,Cardiomyocyte,F1_Aged,11
Rnf180,1.09109987262243e-25,9.84043030281789e-25,Cardiomyocyte,F1_Aged,13
Rnft1,0.082126076003769,0.336837389966559,Cardiomyocyte,F1_Aged,11
Rnh1,2.7964000342997e-13,2.19203787735408e-12,Cardiomyocyte,F1_Aged,7
Ror1,1.28550272859604e-115,2.26992718654722e-114,Cardiomyocyte,F1_Aged,4
Rorb,3.88697158222143e-8,2.6990033068329e-7,Cardiomyocyte,F1_Aged,19
Rp1,1.8620966221645097e-165,5.705328006723219e-164,Cardiomyocyte,F1_Aged,1
Rpl13,0.0556167431088768,0.242487554425317,Cardiomyocyte,F1_Aged,8
Rpl17,0.0981480631885688,0.393883674638336,Cardiomyocyte,F1_Aged,18
Rpl21,0.0272403317332059,0.127020587859494,Cardiomyocyte,F1_Aged,5
Rpl3l,6.0630132842256e-180,2.39310700806787e-178,Cardiomyocyte,F1_Aged,17
Rprd1a,4.841552428482599e-41,4.9297142329466195e-40,Cardiomyocyte,F1_Aged,18
Rps19,0.066155030448178,0.282199780233487,Cardiomyocyte,F1_Aged,7
Rps2,1.00229687881674e-42,1.0378722309969599e-41,Cardiomyocyte,F1_Aged,17
Rps6ka2,1.54475190902224e-79,2.0813825922769599e-78,Cardiomyocyte,F1_Aged,17
Rrad,2.27006951207475e-38,2.24995072762505e-37,Cardiomyocyte,F1_Aged,8
Rras2,1.0138099610233e-4,5.9882613014671e-4,Cardiomyocyte,F1_Aged,7
Rrp12,0.0492933637016124,0.219773070058352,Cardiomyocyte,F1_Aged,19
Rsbn1l,4.891257124202679e-95,7.375356247955048e-94,Cardiomyocyte,F1_Aged,5
Rsrc2,2.7225722685081598e-145,6.547835097379839e-144,Cardiomyocyte,F1_Aged,5
Runx1,2.9137243829264e-54,3.30254908943178e-53,Cardiomyocyte,F1_Aged,16
Rusc2,7.68393695757317e-15,6.167370452788991e-14,Cardiomyocyte,F1_Aged,4
Ryr2,5.2473685846042304e-21,4.53735092818227e-20,Cardiomyocyte,F1_Aged,13
Samd4,2.64214941441687e-13,2.07597453989897e-12,Cardiomyocyte,F1_Aged,14
Samd5,0.0171963507918163,0.0830125998655306,Cardiomyocyte,F1_Aged,10
Sar1b,0.0664438405170771,0.283071853885452,Cardiomyocyte,F1_Aged,11
Saraf,0.00418356573089288,0.0217105383250512,Cardiomyocyte,F1_Aged,8
Sbf2,1.45697269888279e-9,1.04447508648542e-8,Cardiomyocyte,F1_Aged,7
Sbk1,1.3128762860700799e-216,1.06137347946147e-214,Cardiomyocyte,F1_Aged,7
Sbno1,6.73303154977433e-27,6.138402404753499e-26,Cardiomyocyte,F1_Aged,5
Scaper,5.75608317506299e-35,5.5733503758546395e-34,Cardiomyocyte,F1_Aged,9
Scarb2,3.94599322001733e-29,3.63703495965883e-28,Cardiomyocyte,F1_Aged,5
Schip1,9.360719883755057e-164,2.7915746853331695e-162,Cardiomyocyte,F1_Aged,3
Scn5a,7.87235480952391e-47,8.43825890925007e-46,Cardiomyocyte,F1_Aged,9
Scyl2,0.0538839135535151,0.236054029344082,Cardiomyocyte,F1_Aged,10
Sdc2,2.5616754737061e-4,0.00147543711833206,Cardiomyocyte,F1_Aged,15
Sdccag8,0.062219027900181,0.26796513299757,Cardiomyocyte,F1_Aged,1
Sdk1,8.0359055425643e-73,1.04497918974043e-71,Cardiomyocyte,F1_Aged,5
Sema3a,2.4654511077228e-4,0.00142368131951983,Cardiomyocyte,F1_Aged,5
Sema5a,5.56685328177051e-82,7.60765489219554e-81,Cardiomyocyte,F1_Aged,15
Sesn1,4.174072863571608e-223,3.8900040159118797e-221,Cardiomyocyte,F1_Aged,10
Setbp1,3.49401632456577e-160,1.0019166469160798e-158,Cardiomyocyte,F1_Aged,18
Setd1b,4.66010804528099e-10,3.40624455161606e-9,Cardiomyocyte,F1_Aged,5
Setdb2,0.00546094922861571,0.0279717323084056,Cardiomyocyte,F1_Aged,14
Sf3b3,0.0797133459883026,0.32935748250093,Cardiomyocyte,F1_Aged,8
Sfmbt1,0.0080708335998743,0.0405353992927819,Cardiomyocyte,F1_Aged,14
Sfpq,1.4394243586345099e-33,1.37586003510507e-32,Cardiomyocyte,F1_Aged,4
Sfxn4,0.00292037305841525,0.015381242717399,Cardiomyocyte,F1_Aged,19
