"celltype","gene","term","estimate","se","z","p"
"Cardiomyocyte","Msi2","sexM",0.133906223889536,0.0353762919111132,3.7851967138328,0.000157566280735278
"Cardiomyocyte","Clip1","sexM",0.135175663786376,0.0366637039741172,3.68690691703717,0.000232687318945357
"Cardiomyocyte","Kcnip4","sexM",1.03341580290412,0.280081818830301,3.68969255919556,0.000270618135582272
"Cardiomyocyte","Cradd","sexM",0.348331039188371,0.0990777726088586,3.51573344874758,0.000469127676702594
"Cardiomyocyte","Grb10","sexM",-1.66842672744129,0.46484340941313,-3.58922315269071,0.000472193830446694
"Cardiomyocyte","Tnnt2","sexM",-0.105642996175259,0.0304601465106436,-3.46823663958229,0.000531428769054234
"Cardiomyocyte","Il15","sexM",0.916123039083404,0.268775112192025,3.40851141912605,0.000945958902082557
"Cardiomyocyte","Adk","sexM",0.0827709326611448,0.0251767442663233,3.28759476545425,0.00101974560704129
"Cardiomyocyte","Dcaf6","sexM",-0.422461437790258,0.128043651210661,-3.29935481998412,0.00108504975741161
"Cardiomyocyte","Ttn","sexM",0.0290757967823621,0.00891356463018607,3.26197183603696,0.00111299484986503
"Cardiomyocyte","Dst","sexM",0.115600783987633,0.0354875360782619,3.25750381014604,0.00113959545466913
"Cardiomyocyte","Daam1","sexM",0.215673846429582,0.0661642229514285,3.25967474276708,0.00115588385180956
"Cardiomyocyte","Pln","sexM",0.0876385691124758,0.0271833134618942,3.22398405313349,0.00127443285988743
"Cardiomyocyte","Pdzrn4","sexM",0.367832596873631,0.113756587549928,3.23350589883148,0.00130426664344557
"Cardiomyocyte","Trdn","sexM",-0.0683910804586069,0.0217059773100631,-3.15079480097403,0.00163870263566843
"Cardiomyocyte","Plekhm2","sexM",0.199658888345518,0.0644908492141461,3.09592586821949,0.00201717173513745
"Cardiomyocyte","Malat1","sexM",0.0177954689760578,0.00584538337451622,3.04436301879526,0.00234250351635575
"Cardiomyocyte","Filip1","sexM",0.0970905450621886,0.0320588613472685,3.028508842235,0.00247804236938152
"Cardiomyocyte","Cacna1c","sexM",-0.0412443762460146,0.0137774685010253,-2.99361063630414,0.00276904362748767
"Cardiomyocyte","Tbc1d4","sexM",0.235967833433065,0.0789565922502268,2.98857671928448,0.00288281307660761
"Cardiomyocyte","Phtf2","sexM",-0.852363384289487,0.279628517427539,-3.04819906113604,0.00293214608407158
"Cardiomyocyte","Nampt","sexM",0.750343538595128,0.249583358026733,3.00638449825952,0.00305726326921421
"Cardiomyocyte","Fhod3","sexM",0.0616999318750552,0.0211775951447264,2.91345317791758,0.00359038653394879
"Cardiomyocyte","Cdk19","sexM",-0.866777075220277,0.294150086814983,-2.94671704708851,0.00389539784485625
"Cardiomyocyte","Man1a","sexM",-0.232740504834085,0.0805404161667948,-2.88973556272781,0.00391848829176747
"Cardiomyocyte","Lpl","sexM",-0.116652684167678,0.0405497095275293,-2.87678223905605,0.00405184606578507
"Cardiomyocyte","Nt5e","sexM",1.3368666449922,0.453878158138134,2.945430664644,0.00409434221694157
"Cardiomyocyte","Tpm1","sexM",0.204178499084174,0.0715942411062217,2.85188439641734,0.00441924537796922
"Cardiomyocyte","Cdh13","sexM",0.139429203447757,0.0498244925677589,2.79840689311869,0.00518900527853252
"Cardiomyocyte","Cmya5","sexM",0.19280321519558,0.0689726351127451,2.79535811384351,0.00527161011547786
"Cardiomyocyte","Lrtm1","sexM",0.410824714171284,0.146836654406352,2.79783488552102,0.00557875358401496
"Cardiomyocyte","Sox6","sexM",-0.260360531480044,0.0950154969311663,-2.74019017833124,0.00636492620523517
"Cardiomyocyte","Optn","sexM",0.519559586048043,0.188609406939263,2.75468543419658,0.00645223745306713
"Cardiomyocyte","Stk39","sexM",0.217207103910934,0.0797023270051391,2.72522913787609,0.00658462678428346
"Cardiomyocyte","Sgcg","sexM",-0.469183056840274,0.172448138654316,-2.7207197508857,0.00711561336976699
"Cardiomyocyte","Mbnl2","sexM",-0.0862747027711938,0.0323607572655269,-2.66602855005189,0.00771564254340943
"Cardiomyocyte","Atp2a2","sexM",-0.0453828730862818,0.0171147817222274,-2.65167700195335,0.00803254892108399
"Cardiomyocyte","Gm20619","sexM",0.143547568318083,0.0547663718379653,2.62108961212166,0.00884837572605313
"Cardiomyocyte","Kcnj3","sexM",-0.146620024398639,0.0567126080907368,-2.58531619924895,0.00981818072587626
"Cardiomyocyte","Cpeb3","sexM",0.0766728237185436,0.0297068488987697,2.58098137502961,0.00989286908235651
"Cardiomyocyte","Itgb6","sexM",-0.613031046859148,0.235462683445726,-2.60351677764027,0.0101735635948827
"Cardiomyocyte","Creb5","sexM",0.929221867284328,0.351040266477162,2.64705207926561,0.0103562691191093
"Cardiomyocyte","Prune2","sexM",0.178598137672869,0.0701677397995244,2.54530270154262,0.0110601236550887
"Cardiomyocyte","Ssh2","sexM",-0.22896031942854,0.0900137386264848,-2.54361526276137,0.0112493400025414
"Cardiomyocyte","Ppp1r3a","sexM",0.306885107762362,0.120505236542036,2.54665371039963,0.0112929374299284
"Cardiomyocyte","Enah","sexM",-0.182352001311116,0.0720055373071039,-2.5324719199495,0.0114554803338002
"Cardiomyocyte","Abra","sexM",0.249691065453239,0.0987943753099039,2.52738138856583,0.0117184994558773
"Cardiomyocyte","Camk2d","sexM",0.092313198320747,0.0367972570469218,2.50869781416138,0.0121835669759017
"Cardiomyocyte","Rasal2","sexM",-0.333921948969723,0.132424188333202,-2.52160842496175,0.0122556993592058
"Cardiomyocyte","Tgm2","sexM",-0.903091465134566,0.358364182797789,-2.52003829758887,0.0127081389269759
"Cardiomyocyte","Zswim6","sexM",-0.828717559737907,0.32533411176627,-2.54728148621957,0.0129931662599247
"Cardiomyocyte","Heg1","sexM",0.400421718349632,0.16133771090826,2.48188545688069,0.0140580044733408
"Cardiomyocyte","Palld","sexM",-0.058986562429681,0.0240821342923933,-2.44939097645979,0.0143499417439858
"Cardiomyocyte","Ppip5k2","sexM",-0.139510781969782,0.0572865142613676,-2.43531630032976,0.0150307378271661
"Cardiomyocyte","Dtna","sexM",0.308498029017888,0.126397068861489,2.44070556221484,0.0151538172055911
"Cardiomyocyte","Mlip","sexM",0.0645519300758131,0.026816617090142,2.40716156921757,0.0161229754163913
"Cardiomyocyte","Lpin1","sexM",-0.248977922788705,0.103725724777492,-2.40034883653793,0.0165825451650927
"Cardiomyocyte","Gbe1","sexM",0.349416732361251,0.145206094974056,2.4063503148658,0.0166304839696208
"Cardiomyocyte","Frmd6","sexM",-0.750839280152949,0.30800876319629,-2.43772051275843,0.0167458427049479
"Cardiomyocyte","Hs3st5","sexM",0.127187781213575,0.0534151631273358,2.38111752856343,0.017389921252995
"Cardiomyocyte","Ppargc1a","sexM",0.179947562666753,0.0757289150169869,2.37620679797656,0.0175895425778897
"Cardiomyocyte","Smg6","sexM",-0.708604098310884,0.293225301670609,-2.41658579349638,0.0179729473515844
"Cardiomyocyte","Fhip1a","sexM",-0.191059919545987,0.0816101002027958,-2.34113080453542,0.0194860917988772
"Cardiomyocyte","Rbpms","sexM",-0.0931539606758725,0.0404255553579843,-2.30433348041745,0.0212933774771583
"Cardiomyocyte","Kcnq1ot1","sexM",0.600443392486305,0.260017531897619,2.30924195035713,0.0222336394815246
"Cardiomyocyte","Gfod1","sexM",0.973164068088949,0.423869291334537,2.29590604458506,0.0224020642157092
"Cardiomyocyte","Arhgap26","sexM",-0.0648159564481508,0.0283764971525009,-2.28414226392416,0.0224226036422116
"Cardiomyocyte","Grb14","sexM",0.238725538629045,0.104510068621146,2.2842348280761,0.0227181790983941
"Cardiomyocyte","Ces1d","sexM",-1.38686622322592,0.602470825264113,-2.30196412020107,0.0234757401377515
"Cardiomyocyte","Resf1","sexM",0.485418095088098,0.21528077493137,2.25481395281509,0.0245538717223102
"Cardiomyocyte","Ghr","sexM",0.106342627345781,0.0472548786496804,2.25040525728872,0.0245545503874555
"Cardiomyocyte","Shroom3","sexM",0.240266642584286,0.10743083490543,2.23647747684163,0.0256360866264379
"Cardiomyocyte","D830032E09Rik","sexM",-0.642538511492959,0.286683389249455,-2.24128266787672,0.0257695446712929
"Cardiomyocyte","Tacc2","sexM",0.102366471487134,0.0461226497161948,2.21944038594971,0.0265828316763484
"Cardiomyocyte","Kif13a","sexM",-0.260531502657223,0.11704731168704,-2.2258648994334,0.026665144542969
"Cardiomyocyte","Sorbs1","sexM",0.0331786478608055,0.0152929552126753,2.16953802580328,0.0300843751564241
"Cardiomyocyte","Mir99ahg","sexM",0.0698058233630584,0.0323104699340185,2.16047069280049,0.0308089786903835
"Cardiomyocyte","Nfib","sexM",0.10698477619083,0.0497245256331734,2.15154945831109,0.0316078482370563
"Cardiomyocyte","Nr1d2","sexM",0.580211328681924,0.265619861146233,2.18436726146204,0.0329213502385305
"Cardiomyocyte","Kcnd3","sexM",0.274111324197359,0.128212857361047,2.13793943789477,0.0332718884154976
"Cardiomyocyte","Rps6ka2","sexM",0.488309678239299,0.228500785294379,2.1370153175194,0.0343224435257126
"Cardiomyocyte","Jph1","sexM",0.52536740249131,0.247893738107472,2.11932502410989,0.0356772533523752
"Cardiomyocyte","9530026P05Rik","sexM",0.237333761582281,0.112832206126696,2.10342214984066,0.0359575206368413
"Cardiomyocyte","Myl3","sexM",-0.276495358473776,0.13195833927704,-2.09532311476948,0.0369480974981105
"Cardiomyocyte","Ldlrad4","sexM",0.550559814754526,0.260091106918002,2.1167959999805,0.0375069832432561
"Cardiomyocyte","Nebl","sexM",0.258050434638629,0.124230219994849,2.07719534465389,0.0385686139287528
"Cardiomyocyte","Pde4dip","sexM",0.0919354011456349,0.0444128736265667,2.07001694865881,0.0386056615109575
"Cardiomyocyte","Atp8a1","sexM",0.73611787437712,0.352122710493792,2.09051518814234,0.040257544146267
"Cardiomyocyte","Arl15","sexM",0.432091626497516,0.209093272974268,2.06650180730918,0.0407663201599798
"Cardiomyocyte","Hcn1","sexM",0.989149049871126,0.473813533063264,2.08763359601857,0.0418452228728581
"Cardiomyocyte","Hivep2","sexM",-0.252405296987912,0.123777533037967,-2.03918506689328,0.0420063473453413
"Cardiomyocyte","Bag3","sexM",0.223444002184009,0.10988986679043,2.03334491805453,0.0424376585336633
"Cardiomyocyte","Rbfox1","sexM",-0.105884551327139,0.0521513248580714,-2.03033291321556,0.0424858930801778
"Cardiomyocyte","Sltm","sexM",-0.306416261902339,0.150928985083716,-2.03020156620267,0.0435450992735031
"Cardiomyocyte","Tnni3k","sexM",0.0634717640424362,0.0315222855723824,2.01355209147797,0.0441449528639099
"Cardiomyocyte","Slc38a2","sexM",0.229692962204877,0.113884295554326,2.01689759845163,0.0441563771458305
"Cardiomyocyte","Pcdh7","sexM",-0.0386993843497392,0.019452343372188,-1.98944587853974,0.0467033226297871
"Cardiomyocyte","P4ha1","sexM",0.639565476287755,0.319967162591942,1.9988472289058,0.0473618830140726
"Cardiomyocyte","Pde3a","sexM",-0.0767392060901023,0.038947845411122,-1.97030683674709,0.0489096629908422
"Cardiomyocyte","Dag1","sexM",-0.346587139006357,0.175670440360748,-1.97293943303508,0.0494652531688381
"Cardiomyocyte","Ankrd1","sexM",-0.247562183778698,0.125965429784351,-1.96531845445625,0.0498101144344379
"Fibroblast","Mpp7","sexM",2.87342082308992,0.617116135984667,4.65620756862095,8.38495432171033e-06
"Fibroblast","Ebf1","sexM",-0.350663060967446,0.0886311353980613,-3.95643200769734,8.77165288092805e-05
"Fibroblast","Abi1","sexM",0.836216683012879,0.228342446409336,3.66211668554099,0.000328698766176297
"Fibroblast","Lama2","sexM",0.218597559040162,0.0620497669049466,3.52293924608983,0.000450928659811026
"Fibroblast","Heg1","sexM",-0.41242518092741,0.1251747676987,-3.29479485769952,0.00110059867533573
"Fibroblast","Neat1","sexM",0.254996241707856,0.0807540820922668,3.15768856633782,0.00169553942732866
"Fibroblast","Ugp2","sexM",1.26542170549793,0.388372206620585,3.25827050423866,0.00194142898333916
"Fibroblast","Pakap","sexM",0.393740717293726,0.130890025687914,3.00817969302365,0.00286713624531209
"Fibroblast","Kansl1","sexM",-0.546899000580256,0.190854107628211,-2.86553434650528,0.00524526690456889
"Fibroblast","Myom1","sexM",-0.274864368453466,0.0981966306082586,-2.79912219748148,0.00550518197672452
"Fibroblast","Tbx20","sexM",1.08697886232572,0.376316567116177,2.88846932957418,0.00563096128455607
"Fibroblast","Mir99ahg","sexM",-0.256431532314375,0.0935680503366786,-2.7405886025377,0.00638603593626225
"Fibroblast","Rock2","sexM",0.371276000898506,0.136084481751588,2.72827581895959,0.00678916424006097
"Fibroblast","Sorbs1","sexM",0.165789475056128,0.0643865496826016,2.5749085154182,0.0104092639922182
"Fibroblast","Jmjd1c","sexM",-0.668123758477926,0.252853271594829,-2.64233780430781,0.0104472450568856
"Fibroblast","Ltbp1","sexM",-0.843441157423763,0.328668619471278,-2.56623573853989,0.0130877773346277
"Fibroblast","Prkce","sexM",0.563515916418581,0.226945407425987,2.48304613347312,0.0146570341496249
"Fibroblast","Usp34","sexM",-0.67946997210272,0.269643457998632,-2.51988302310738,0.0147292244347928
"Fibroblast","Nfkb1","sexM",0.739547950330706,0.304347757572464,2.42994381239895,0.017311984655027
"Fibroblast","Zcchc7","sexM",0.431680456374385,0.179224108779543,2.40860707476236,0.0175346715130754
"Fibroblast","Gphn","sexM",-0.432122740829038,0.185113955848557,-2.33436068527735,0.0215368505184372
"Fibroblast","Rtn4","sexM",1.18821648720596,0.514833623214244,2.30796209421523,0.0238373540613616
"Fibroblast","Ank","sexM",0.611337771290172,0.269277638230832,2.27028792775625,0.0256320841305362
"Fibroblast","Zfp521","sexM",-0.548961817770609,0.245181391789905,-2.23900277979094,0.0273275204117017
"Fibroblast","Dlc1","sexM",0.186566725278079,0.0843137052941914,2.21276866705243,0.0274170523626702
"Fibroblast","Dcbld2","sexM",-0.637910892693105,0.287206440117359,-2.2210884004984,0.0288828097096781
"Fibroblast","Dip2c","sexM",-0.284824726289385,0.130509945789982,-2.18239862537165,0.0301736800859561
"Fibroblast","Gm20619","sexM",0.684500556314191,0.310958314267104,2.20126147109939,0.0303958605122617
"Fibroblast","Slmap","sexM",-0.519680180195703,0.236995202908039,-2.19278776033857,0.0310547479358567
"Fibroblast","Setbp1","sexM",0.457466556001093,0.211333822132648,2.16466323934631,0.0325554380989024
"Fibroblast","Ktn1","sexM",-0.673314363694662,0.308664520388565,-2.18137919721727,0.0335285074441249
"Fibroblast","Cdh13","sexM",0.438540180110539,0.204075417328934,2.14891232785617,0.0335384065139219
"Fibroblast","Cacna2d1","sexM",-0.407676047081767,0.192883959420083,-2.1135819085603,0.0360365579129221
"Fibroblast","Tnnt2","sexM",-0.31259387640866,0.149316469081702,-2.09349898461379,0.037788562626876
"Fibroblast","Serpine1","sexM",0.652911694219336,0.316887482970204,2.06038966291618,0.042185037668072
"Fibroblast","Rhoj","sexM",0.364375696170021,0.180824962696295,2.01507408455551,0.0448456622642276
"Fibroblast","Camk2d","sexM",-0.274153973493304,0.13595992405191,-2.0164322347564,0.0452838448523456
"Fibroblast","Corin","sexM",0.32053524455393,0.162323033324438,1.97467505374465,0.0496474694097729
"Fibroblast","Malat1","sexM",0.0301417805269775,0.0153427053820105,1.96456751117173,0.0497240116907386
