"gene","statistic","df","p_intercept","p_sex","pvalue","phi_raw","phi_used","padj"
"Phf20",NA,183,0.0136447018456435,0.367397137577196,0.0136447018456435,1.14815932650671,1.48799917395082,0.122922534248198
"Phf20l1",NA,168,0.701208620382117,0.529896494730755,0.529896494730755,1.12210763350104,1.48532661685192,0.658746706215437
"Phf21a",NA,194,0.0024188616828941,0.611048890857337,0.0024188616828941,1.01620353995003,1.49032609596166,0.0402160336708816
"Phip",NA,173,0.655029561440494,0.315771423773824,0.315771423773824,1.05325386568364,1.48165045869241,0.53936527187119
"Phkb",NA,132,0.512835540923018,0.760667530243919,0.512835540923018,1.07249868965167,1.43369276522424,0.651253648615275
"Phlpp1",NA,92,0.600481846300762,0.776624115944621,0.600481846300762,1.20225871890261,1.41486119500715,0.702910919109936
"Pi4k2a",NA,92,0.919694206619712,0.714114958440429,0.714114958440429,1.13510262217379,1.41792108942166,0.773376003255045
"Pi4ka",NA,109,0.238811254766968,0.103032077361373,0.103032077361373,1.12152198181294,1.41222217719349,0.347435721339381
"Pias1",NA,271,0.655785625967766,0.660767852276852,0.655785625967766,1.05764367221225,1.51163992315431,0.735242108061448
"Pias2",NA,129,0.933578584549591,0.0846432686837629,0.0846432686837629,1.03746416331261,1.41980333950245,0.314719062651446
"Picalm",NA,401,0.000526146711462808,0.458751733484813,0.000526146711462808,1.08824807891647,1.63988244009639,0.0137944874992493
"Pid1",NA,662,5.49758999098973e-15,0.0469614107783374,5.49758999098973e-15,1.57152250907878,1.87508122504962,2.2485143063148e-12
"Piezo1",NA,105,0.0207488953658152,0.145538258484113,0.0207488953658152,1.01593915133487,1.41071950685833,0.150466280223731
"Pign",NA,84,0.505949311710988,0.795256577757949,0.505949311710988,1.17859096638639,1.45976179584819,0.649508061800986
"Pik3ap1",NA,180,0.510567286626954,0.674503683672593,0.510567286626954,1.10836161009712,1.48703395455269,0.650788874068676
"Pik3c2a",NA,200,0.74141402938254,0.258640172358159,0.258640172358159,1.16098550913171,1.49592832823065,0.492475933400777
"Pik3ca",NA,123,0.700382150500065,0.866501693197509,0.700382150500065,1.12996660799553,1.41133134481957,0.766424561705736
