gene,condition
Thbs1,F1_Young
Timm23,F1_Young
Tle4,F1_Young
Tmem68,F1_Young
Tnfaip2,F1_Young
Tpd52l2,F1_Young
Tpm4,F1_Young
Tram2,F1_Young
Trim55,F1_Young
Trip4,F1_Young
Tspan13,F1_Young
Ttc19,F1_Young
Ttc27,F1_Young
Twf2,F1_Young
Ube2k,F1_Young
Ube3a,F1_Young
Ubr4,F1_Young
Ubtd1,F1_Young
Ufd1,F1_Young
Unc13b,F1_Young
Usp37,F1_Young
Usp46,F1_Young
Vps8,F1_Young
Wasf2,F1_Young
Xpo7,F1_Young
Ythdc1,F1_Young
Ywhag,F1_Young
Zc3h7a,F1_Young
Zdhhc20,F1_Young
Zfp568,F1_Young
Zfp740,F1_Young
Zfp948,F1_Young
